,DATE,Year,Month,Day,MonetaryBase
3949,1974-04-15,1974,4,15,102213.0
3950,1974-04-16,1974,4,16,102260.0
3951,1974-04-17,1974,4,17,102307.0
3952,1974-04-18,1974,4,18,102354.0
3953,1974-04-19,1974,4,19,102401.0
3954,1974-04-22,1974,4,22,102448.0
3955,1974-04-23,1974,4,23,102495.0
3956,1974-04-24,1974,4,24,102542.0
3957,1974-04-25,1974,4,25,102589.0
3958,1974-04-26,1974,4,26,102636.0
3959,1974-04-29,1974,4,29,102683.0
3960,1974-04-30,1974,4,30,102730.0
3961,1974-05-01,1974,5,1,102777.0
3962,1974-05-02,1974,5,2,102814.27272727272
3963,1974-05-03,1974,5,3,102851.54545454546
3964,1974-05-06,1974,5,6,102888.81818181818
3965,1974-05-07,1974,5,7,102926.09090909091
3966,1974-05-08,1974,5,8,102963.36363636363
3967,1974-05-09,1974,5,9,103000.63636363637
3968,1974-05-10,1974,5,10,103037.90909090909
3969,1974-05-13,1974,5,13,103075.18181818182
3970,1974-05-14,1974,5,14,103112.45454545454
3971,1974-05-15,1974,5,15,103149.72727272728
3972,1974-05-16,1974,5,16,103187.0
3973,1974-05-17,1974,5,17,103224.27272727272
3974,1974-05-20,1974,5,20,103261.54545454546
3975,1974-05-21,1974,5,21,103298.81818181818
3976,1974-05-22,1974,5,22,103336.09090909091
3977,1974-05-23,1974,5,23,103373.36363636363
3978,1974-05-24,1974,5,24,103410.63636363637
3979,1974-05-28,1974,5,28,103447.90909090909
3980,1974-05-29,1974,5,29,103485.18181818182
3981,1974-05-30,1974,5,30,103522.45454545454
3982,1974-05-31,1974,5,31,103559.72727272728
3983,1974-06-03,1974,6,3,103597.0
3984,1974-06-04,1974,6,4,103669.85
3985,1974-06-05,1974,6,5,103742.7
3986,1974-06-06,1974,6,6,103815.55
3987,1974-06-07,1974,6,7,103888.4
3988,1974-06-10,1974,6,10,103961.25
3989,1974-06-11,1974,6,11,104034.1
3990,1974-06-12,1974,6,12,104106.95
3991,1974-06-13,1974,6,13,104179.8
3992,1974-06-14,1974,6,14,104252.65
3993,1974-06-17,1974,6,17,104325.5
3994,1974-06-18,1974,6,18,104398.35
3995,1974-06-19,1974,6,19,104471.2
3996,1974-06-20,1974,6,20,104544.05
3997,1974-06-21,1974,6,21,104616.9
3998,1974-06-24,1974,6,24,104689.75
3999,1974-06-25,1974,6,25,104762.6
4000,1974-06-26,1974,6,26,104835.45
4001,1974-06-27,1974,6,27,104908.3
4002,1974-06-28,1974,6,28,104981.15
4003,1974-07-01,1974,7,1,105054.0
4004,1974-07-02,1974,7,2,105053.63636363637
4005,1974-07-03,1974,7,3,105053.27272727272
4006,1974-07-05,1974,7,5,105052.90909090909
4007,1974-07-08,1974,7,8,105052.54545454546
4008,1974-07-09,1974,7,9,105052.18181818182
4009,1974-07-10,1974,7,10,105051.81818181818
4010,1974-07-11,1974,7,11,105051.45454545454
4011,1974-07-12,1974,7,12,105051.09090909091
4012,1974-07-15,1974,7,15,105050.72727272728
4013,1974-07-16,1974,7,16,105050.36363636363
4014,1974-07-17,1974,7,17,105050.0
4015,1974-07-18,1974,7,18,105049.63636363637
4016,1974-07-19,1974,7,19,105049.27272727272
4017,1974-07-22,1974,7,22,105048.90909090909
4018,1974-07-23,1974,7,23,105048.54545454546
4019,1974-07-24,1974,7,24,105048.18181818182
4020,1974-07-25,1974,7,25,105047.81818181818
4021,1974-07-26,1974,7,26,105047.45454545454
4022,1974-07-29,1974,7,29,105047.09090909091
4023,1974-07-30,1974,7,30,105046.72727272728
4024,1974-07-31,1974,7,31,105046.36363636363
4025,1974-08-01,1974,8,1,105046.0
4026,1974-08-02,1974,8,2,105057.18181818182
4027,1974-08-05,1974,8,5,105068.36363636363
4028,1974-08-06,1974,8,6,105079.54545454546
4029,1974-08-07,1974,8,7,105090.72727272728
4030,1974-08-08,1974,8,8,105101.90909090909
4031,1974-08-09,1974,8,9,105113.09090909091
4032,1974-08-12,1974,8,12,105124.27272727272
4033,1974-08-13,1974,8,13,105135.45454545454
4034,1974-08-14,1974,8,14,105146.63636363637
4035,1974-08-15,1974,8,15,105157.81818181818
4036,1974-08-16,1974,8,16,105169.0
4037,1974-08-19,1974,8,19,105180.18181818182
4038,1974-08-20,1974,8,20,105191.36363636363
4039,1974-08-21,1974,8,21,105202.54545454546
4040,1974-08-22,1974,8,22,105213.72727272728
4041,1974-08-23,1974,8,23,105224.90909090909
4042,1974-08-26,1974,8,26,105236.09090909091
4043,1974-08-27,1974,8,27,105247.27272727272
4044,1974-08-28,1974,8,28,105258.45454545454
4045,1974-08-29,1974,8,29,105269.63636363637
4046,1974-08-30,1974,8,30,105280.81818181818
4047,1974-09-03,1974,9,3,105292.0
4048,1974-09-04,1974,9,4,105312.6
4049,1974-09-05,1974,9,5,105333.2
4050,1974-09-06,1974,9,6,105353.8
4051,1974-09-09,1974,9,9,105374.4
4052,1974-09-10,1974,9,10,105395.0
4053,1974-09-11,1974,9,11,105415.6
4054,1974-09-12,1974,9,12,105436.2
4055,1974-09-13,1974,9,13,105456.8
4056,1974-09-16,1974,9,16,105477.4
4057,1974-09-17,1974,9,17,105498.0
4058,1974-09-18,1974,9,18,105518.6
4059,1974-09-19,1974,9,19,105539.2
4060,1974-09-20,1974,9,20,105559.8
4061,1974-09-23,1974,9,23,105580.4
4062,1974-09-24,1974,9,24,105601.0
4063,1974-09-25,1974,9,25,105621.6
4064,1974-09-26,1974,9,26,105642.2
4065,1974-09-27,1974,9,27,105662.8
4066,1974-09-30,1974,9,30,105683.4
4067,1974-10-01,1974,10,1,105704.0
4068,1974-10-02,1974,10,2,105759.86363636363
4069,1974-10-03,1974,10,3,105815.72727272728
4070,1974-10-04,1974,10,4,105871.59090909091
4071,1974-10-07,1974,10,7,105927.45454545454
4072,1974-10-08,1974,10,8,105983.31818181818
4073,1974-10-09,1974,10,9,106039.18181818182
4074,1974-10-10,1974,10,10,106095.04545454546
4075,1974-10-11,1974,10,11,106150.90909090909
4076,1974-10-15,1974,10,15,106206.77272727272
4077,1974-10-16,1974,10,16,106262.63636363637
4078,1974-10-17,1974,10,17,106318.5
4079,1974-10-18,1974,10,18,106374.36363636363
4080,1974-10-21,1974,10,21,106430.22727272728
4081,1974-10-22,1974,10,22,106486.09090909091
4082,1974-10-23,1974,10,23,106541.95454545454
4083,1974-10-24,1974,10,24,106597.81818181818
4084,1974-10-25,1974,10,25,106653.68181818182
4085,1974-10-28,1974,10,28,106709.54545454546
4086,1974-10-29,1974,10,29,106765.40909090909
4087,1974-10-30,1974,10,30,106821.27272727272
4088,1974-10-31,1974,10,31,106877.13636363637
4089,1974-11-01,1974,11,1,106933.0
4090,1974-11-04,1974,11,4,107022.84210526316
4091,1974-11-05,1974,11,5,107112.68421052632
4092,1974-11-06,1974,11,6,107202.52631578948
4093,1974-11-07,1974,11,7,107292.36842105263
4094,1974-11-08,1974,11,8,107382.21052631579
4095,1974-11-12,1974,11,12,107472.05263157895
4096,1974-11-13,1974,11,13,107561.8947368421
4097,1974-11-14,1974,11,14,107651.73684210527
4098,1974-11-15,1974,11,15,107741.57894736843
4099,1974-11-18,1974,11,18,107831.42105263157
4100,1974-11-19,1974,11,19,107921.26315789473
4101,1974-11-20,1974,11,20,108011.1052631579
4102,1974-11-21,1974,11,21,108100.94736842105
4103,1974-11-22,1974,11,22,108190.78947368421
4104,1974-11-25,1974,11,25,108280.63157894737
4105,1974-11-26,1974,11,26,108370.47368421052
4106,1974-11-27,1974,11,27,108460.31578947368
4107,1974-11-29,1974,11,29,108550.15789473684
4108,1974-12-02,1974,12,2,108640.0
4109,1974-12-03,1974,12,3,108597.38095238095
4110,1974-12-04,1974,12,4,108554.76190476191
4111,1974-12-05,1974,12,5,108512.14285714286
4112,1974-12-06,1974,12,6,108469.52380952382
4113,1974-12-09,1974,12,9,108426.90476190476
4114,1974-12-10,1974,12,10,108384.28571428571
4115,1974-12-11,1974,12,11,108341.66666666667
4116,1974-12-12,1974,12,12,108299.04761904762
4117,1974-12-13,1974,12,13,108256.42857142857
4118,1974-12-16,1974,12,16,108213.80952380953
4119,1974-12-17,1974,12,17,108171.19047619047
4120,1974-12-18,1974,12,18,108128.57142857143
4121,1974-12-19,1974,12,19,108085.95238095238
4122,1974-12-20,1974,12,20,108043.33333333333
4123,1974-12-23,1974,12,23,108000.71428571429
4124,1974-12-24,1974,12,24,107958.09523809524
4125,1974-12-26,1974,12,26,107915.47619047618
4126,1974-12-27,1974,12,27,107872.85714285714
4127,1974-12-30,1974,12,30,107830.23809523809
4128,1974-12-31,1974,12,31,107787.61904761905
4129,1975-01-02,1975,1,2,107745.0
4130,1975-01-03,1975,1,3,107643.45454545454
4131,1975-01-06,1975,1,6,107541.90909090909
4132,1975-01-07,1975,1,7,107440.36363636363
4133,1975-01-08,1975,1,8,107338.81818181818
4134,1975-01-09,1975,1,9,107237.27272727272
4135,1975-01-10,1975,1,10,107135.72727272728
4136,1975-01-13,1975,1,13,107034.18181818182
4137,1975-01-14,1975,1,14,106932.63636363637
4138,1975-01-15,1975,1,15,106831.09090909091
4139,1975-01-16,1975,1,16,106729.54545454546
4140,1975-01-17,1975,1,17,106628.0
4141,1975-01-20,1975,1,20,106526.45454545454
4142,1975-01-21,1975,1,21,106424.90909090909
4143,1975-01-22,1975,1,22,106323.36363636363
4144,1975-01-23,1975,1,23,106221.81818181818
4145,1975-01-24,1975,1,24,106120.27272727272
4146,1975-01-27,1975,1,27,106018.72727272728
4147,1975-01-28,1975,1,28,105917.18181818182
4148,1975-01-29,1975,1,29,105815.63636363637
4149,1975-01-30,1975,1,30,105714.09090909091
4150,1975-01-31,1975,1,31,105612.54545454546
4151,1975-02-03,1975,2,3,105511.0
4152,1975-02-04,1975,2,4,105520.57894736843
4153,1975-02-05,1975,2,5,105530.15789473684
4154,1975-02-06,1975,2,6,105539.73684210527
4155,1975-02-07,1975,2,7,105549.31578947368
4156,1975-02-10,1975,2,10,105558.8947368421
4157,1975-02-11,1975,2,11,105568.47368421052
4158,1975-02-12,1975,2,12,105578.05263157895
4159,1975-02-13,1975,2,13,105587.63157894737
4160,1975-02-14,1975,2,14,105597.21052631579
4161,1975-02-18,1975,2,18,105606.78947368421
4162,1975-02-19,1975,2,19,105616.36842105263
4163,1975-02-20,1975,2,20,105625.94736842105
4164,1975-02-21,1975,2,21,105635.52631578948
4165,1975-02-24,1975,2,24,105645.1052631579
4166,1975-02-25,1975,2,25,105654.68421052632
4167,1975-02-26,1975,2,26,105664.26315789473
4168,1975-02-27,1975,2,27,105673.84210526316
4169,1975-02-28,1975,2,28,105683.42105263157
4170,1975-03-03,1975,3,3,105693.0
4171,1975-03-04,1975,3,4,105746.47619047618
4172,1975-03-05,1975,3,5,105799.95238095238
4173,1975-03-06,1975,3,6,105853.42857142857
4174,1975-03-07,1975,3,7,105906.90476190476
4175,1975-03-10,1975,3,10,105960.38095238095
4176,1975-03-11,1975,3,11,106013.85714285714
4177,1975-03-12,1975,3,12,106067.33333333333
4178,1975-03-13,1975,3,13,106120.80952380953
4179,1975-03-14,1975,3,14,106174.28571428571
4180,1975-03-17,1975,3,17,106227.76190476191
4181,1975-03-18,1975,3,18,106281.23809523809
4182,1975-03-19,1975,3,19,106334.71428571429
4183,1975-03-20,1975,3,20,106388.19047619047
4184,1975-03-21,1975,3,21,106441.66666666667
4185,1975-03-24,1975,3,24,106495.14285714286
4186,1975-03-25,1975,3,25,106548.61904761905
4187,1975-03-26,1975,3,26,106602.09523809524
4188,1975-03-27,1975,3,27,106655.57142857143
4189,1975-03-28,1975,3,28,106709.04761904762
4190,1975-03-31,1975,3,31,106762.52380952382
4191,1975-04-01,1975,4,1,106816.0
4192,1975-04-02,1975,4,2,106823.86363636363
4193,1975-04-03,1975,4,3,106831.72727272728
4194,1975-04-04,1975,4,4,106839.59090909091
4195,1975-04-07,1975,4,7,106847.45454545454
4196,1975-04-08,1975,4,8,106855.31818181818
4197,1975-04-09,1975,4,9,106863.18181818182
4198,1975-04-10,1975,4,10,106871.04545454546
4199,1975-04-11,1975,4,11,106878.90909090909
4200,1975-04-14,1975,4,14,106886.77272727272
4201,1975-04-15,1975,4,15,106894.63636363637
4202,1975-04-16,1975,4,16,106902.5
4203,1975-04-17,1975,4,17,106910.36363636363
4204,1975-04-18,1975,4,18,106918.22727272728
4205,1975-04-21,1975,4,21,106926.09090909091
4206,1975-04-22,1975,4,22,106933.95454545454
4207,1975-04-23,1975,4,23,106941.81818181818
4208,1975-04-24,1975,4,24,106949.68181818182
4209,1975-04-25,1975,4,25,106957.54545454546
4210,1975-04-28,1975,4,28,106965.40909090909
4211,1975-04-29,1975,4,29,106973.27272727272
4212,1975-04-30,1975,4,30,106981.13636363637
4213,1975-05-01,1975,5,1,106989.0
4214,1975-05-02,1975,5,2,107057.28571428571
4215,1975-05-05,1975,5,5,107125.57142857143
4216,1975-05-06,1975,5,6,107193.85714285714
4217,1975-05-07,1975,5,7,107262.14285714286
4218,1975-05-08,1975,5,8,107330.42857142857
4219,1975-05-09,1975,5,9,107398.71428571429
4220,1975-05-12,1975,5,12,107467.0
4221,1975-05-13,1975,5,13,107535.28571428571
4222,1975-05-14,1975,5,14,107603.57142857143
4223,1975-05-15,1975,5,15,107671.85714285714
4224,1975-05-16,1975,5,16,107740.14285714286
4225,1975-05-19,1975,5,19,107808.42857142857
4226,1975-05-20,1975,5,20,107876.71428571429
4227,1975-05-21,1975,5,21,107945.0
4228,1975-05-22,1975,5,22,108013.28571428571
4229,1975-05-23,1975,5,23,108081.57142857143
4230,1975-05-27,1975,5,27,108149.85714285714
4231,1975-05-28,1975,5,28,108218.14285714286
4232,1975-05-29,1975,5,29,108286.42857142857
4233,1975-05-30,1975,5,30,108354.71428571429
4234,1975-06-02,1975,6,2,108423.0
4235,1975-06-03,1975,6,3,108474.33333333333
4236,1975-06-04,1975,6,4,108525.66666666667
4237,1975-06-05,1975,6,5,108577.0
4238,1975-06-06,1975,6,6,108628.33333333333
4239,1975-06-09,1975,6,9,108679.66666666667
4240,1975-06-10,1975,6,10,108731.0
4241,1975-06-11,1975,6,11,108782.33333333333
4242,1975-06-12,1975,6,12,108833.66666666667
4243,1975-06-13,1975,6,13,108885.0
4244,1975-06-16,1975,6,16,108936.33333333333
4245,1975-06-17,1975,6,17,108987.66666666667
4246,1975-06-18,1975,6,18,109039.0
4247,1975-06-19,1975,6,19,109090.33333333333
4248,1975-06-20,1975,6,20,109141.66666666667
4249,1975-06-23,1975,6,23,109193.0
4250,1975-06-24,1975,6,24,109244.33333333333
4251,1975-06-25,1975,6,25,109295.66666666667
4252,1975-06-26,1975,6,26,109347.0
4253,1975-06-27,1975,6,27,109398.33333333333
4254,1975-06-30,1975,6,30,109449.66666666667
4255,1975-07-01,1975,7,1,109501.0
4256,1975-07-02,1975,7,2,109482.40909090909
4257,1975-07-03,1975,7,3,109463.81818181818
4258,1975-07-07,1975,7,7,109445.22727272728
4259,1975-07-08,1975,7,8,109426.63636363637
4260,1975-07-09,1975,7,9,109408.04545454546
4261,1975-07-10,1975,7,10,109389.45454545454
4262,1975-07-11,1975,7,11,109370.86363636363
4263,1975-07-14,1975,7,14,109352.27272727272
4264,1975-07-15,1975,7,15,109333.68181818182
4265,1975-07-16,1975,7,16,109315.09090909091
4266,1975-07-17,1975,7,17,109296.5
4267,1975-07-18,1975,7,18,109277.90909090909
4268,1975-07-21,1975,7,21,109259.31818181818
4269,1975-07-22,1975,7,22,109240.72727272728
4270,1975-07-23,1975,7,23,109222.13636363637
4271,1975-07-24,1975,7,24,109203.54545454546
4272,1975-07-25,1975,7,25,109184.95454545454
4273,1975-07-28,1975,7,28,109166.36363636363
4274,1975-07-29,1975,7,29,109147.77272727272
4275,1975-07-30,1975,7,30,109129.18181818182
4276,1975-07-31,1975,7,31,109110.59090909091
4277,1975-08-01,1975,8,1,109092.0
4278,1975-08-04,1975,8,4,109097.28571428571
4279,1975-08-05,1975,8,5,109102.57142857143
4280,1975-08-06,1975,8,6,109107.85714285714
4281,1975-08-07,1975,8,7,109113.14285714286
4282,1975-08-08,1975,8,8,109118.42857142857
4283,1975-08-11,1975,8,11,109123.71428571429
4284,1975-08-12,1975,8,12,109129.0
4285,1975-08-13,1975,8,13,109134.28571428571
4286,1975-08-14,1975,8,14,109139.57142857143
4287,1975-08-15,1975,8,15,109144.85714285714
4288,1975-08-18,1975,8,18,109150.14285714286
4289,1975-08-19,1975,8,19,109155.42857142857
4290,1975-08-20,1975,8,20,109160.71428571429
4291,1975-08-21,1975,8,21,109166.0
4292,1975-08-22,1975,8,22,109171.28571428571
4293,1975-08-25,1975,8,25,109176.57142857143
4294,1975-08-26,1975,8,26,109181.85714285714
4295,1975-08-27,1975,8,27,109187.14285714286
4296,1975-08-28,1975,8,28,109192.42857142857
4297,1975-08-29,1975,8,29,109197.71428571429
4298,1975-09-02,1975,9,2,109203.0
4299,1975-09-03,1975,9,3,109225.47619047618
4300,1975-09-04,1975,9,4,109247.95238095238
4301,1975-09-05,1975,9,5,109270.42857142857
4302,1975-09-08,1975,9,8,109292.90476190476
4303,1975-09-09,1975,9,9,109315.38095238095
4304,1975-09-10,1975,9,10,109337.85714285714
4305,1975-09-11,1975,9,11,109360.33333333333
4306,1975-09-12,1975,9,12,109382.80952380953
4307,1975-09-15,1975,9,15,109405.28571428571
4308,1975-09-16,1975,9,16,109427.76190476191
4309,1975-09-17,1975,9,17,109450.23809523809
4310,1975-09-18,1975,9,18,109472.71428571429
4311,1975-09-19,1975,9,19,109495.19047619047
4312,1975-09-22,1975,9,22,109517.66666666667
4313,1975-09-23,1975,9,23,109540.14285714286
4314,1975-09-24,1975,9,24,109562.61904761905
4315,1975-09-25,1975,9,25,109585.09523809524
4316,1975-09-26,1975,9,26,109607.57142857143
4317,1975-09-29,1975,9,29,109630.04761904762
4318,1975-09-30,1975,9,30,109652.52380952382
4319,1975-10-01,1975,10,1,109675.0
4320,1975-10-02,1975,10,2,109739.59090909091
4321,1975-10-03,1975,10,3,109804.18181818182
4322,1975-10-06,1975,10,6,109868.77272727272
4323,1975-10-07,1975,10,7,109933.36363636363
4324,1975-10-08,1975,10,8,109997.95454545454
4325,1975-10-09,1975,10,9,110062.54545454546
4326,1975-10-10,1975,10,10,110127.13636363637
4327,1975-10-14,1975,10,14,110191.72727272728
4328,1975-10-15,1975,10,15,110256.31818181818
4329,1975-10-16,1975,10,16,110320.90909090909
4330,1975-10-17,1975,10,17,110385.5
4331,1975-10-20,1975,10,20,110450.09090909091
4332,1975-10-21,1975,10,21,110514.68181818182
4333,1975-10-22,1975,10,22,110579.27272727272
4334,1975-10-23,1975,10,23,110643.86363636363
4335,1975-10-24,1975,10,24,110708.45454545454
4336,1975-10-27,1975,10,27,110773.04545454546
4337,1975-10-28,1975,10,28,110837.63636363637
4338,1975-10-29,1975,10,29,110902.22727272728
4339,1975-10-30,1975,10,30,110966.81818181818
4340,1975-10-31,1975,10,31,111031.40909090909
4341,1975-11-03,1975,11,3,111096.0
4342,1975-11-04,1975,11,4,111208.72222222222
4343,1975-11-05,1975,11,5,111321.44444444444
4344,1975-11-06,1975,11,6,111434.16666666667
4345,1975-11-07,1975,11,7,111546.88888888889
4346,1975-11-10,1975,11,10,111659.61111111111
4347,1975-11-12,1975,11,12,111772.33333333333
4348,1975-11-13,1975,11,13,111885.05555555556
4349,1975-11-14,1975,11,14,111997.77777777778
4350,1975-11-17,1975,11,17,112110.5
4351,1975-11-18,1975,11,18,112223.22222222222
4352,1975-11-19,1975,11,19,112335.94444444444
4353,1975-11-20,1975,11,20,112448.66666666667
4354,1975-11-21,1975,11,21,112561.38888888889
4355,1975-11-24,1975,11,24,112674.11111111111
4356,1975-11-25,1975,11,25,112786.83333333333
4357,1975-11-26,1975,11,26,112899.55555555556
4358,1975-11-28,1975,11,28,113012.27777777778
4359,1975-12-01,1975,12,1,113125.0
4360,1975-12-02,1975,12,2,113070.45454545454
4361,1975-12-03,1975,12,3,113015.90909090909
4362,1975-12-04,1975,12,4,112961.36363636363
4363,1975-12-05,1975,12,5,112906.81818181818
4364,1975-12-08,1975,12,8,112852.27272727272
4365,1975-12-09,1975,12,9,112797.72727272728
4366,1975-12-10,1975,12,10,112743.18181818182
4367,1975-12-11,1975,12,11,112688.63636363637
4368,1975-12-12,1975,12,12,112634.09090909091
4369,1975-12-15,1975,12,15,112579.54545454546
4370,1975-12-16,1975,12,16,112525.0
4371,1975-12-17,1975,12,17,112470.45454545454
4372,1975-12-18,1975,12,18,112415.90909090909
4373,1975-12-19,1975,12,19,112361.36363636363
4374,1975-12-22,1975,12,22,112306.81818181818
4375,1975-12-23,1975,12,23,112252.27272727272
4376,1975-12-24,1975,12,24,112197.72727272728
4377,1975-12-26,1975,12,26,112143.18181818182
4378,1975-12-29,1975,12,29,112088.63636363637
4379,1975-12-30,1975,12,30,112034.09090909091
4380,1975-12-31,1975,12,31,111979.54545454546
4381,1976-01-02,1976,1,2,111925.0
4382,1976-01-05,1976,1,5,111859.90476190476
4383,1976-01-06,1976,1,6,111794.80952380953
4384,1976-01-07,1976,1,7,111729.71428571429
4385,1976-01-08,1976,1,8,111664.61904761905
4386,1976-01-09,1976,1,9,111599.52380952382
4387,1976-01-12,1976,1,12,111534.42857142857
4388,1976-01-13,1976,1,13,111469.33333333333
4389,1976-01-14,1976,1,14,111404.23809523809
4390,1976-01-15,1976,1,15,111339.14285714286
4391,1976-01-16,1976,1,16,111274.04761904762
4392,1976-01-19,1976,1,19,111208.95238095238
4393,1976-01-20,1976,1,20,111143.85714285714
4394,1976-01-21,1976,1,21,111078.76190476191
4395,1976-01-22,1976,1,22,111013.66666666667
4396,1976-01-23,1976,1,23,110948.57142857143
4397,1976-01-26,1976,1,26,110883.47619047618
4398,1976-01-27,1976,1,27,110818.38095238095
4399,1976-01-28,1976,1,28,110753.28571428571
4400,1976-01-29,1976,1,29,110688.19047619047
4401,1976-01-30,1976,1,30,110623.09523809524
4402,1976-02-02,1976,2,2,110558.0
4403,1976-02-03,1976,2,3,110594.68421052632
4404,1976-02-04,1976,2,4,110631.36842105263
4405,1976-02-05,1976,2,5,110668.05263157895
4406,1976-02-06,1976,2,6,110704.73684210527
4407,1976-02-09,1976,2,9,110741.42105263157
4408,1976-02-10,1976,2,10,110778.1052631579
4409,1976-02-11,1976,2,11,110814.78947368421
4410,1976-02-12,1976,2,12,110851.47368421052
4411,1976-02-13,1976,2,13,110888.15789473684
4412,1976-02-17,1976,2,17,110924.84210526316
4413,1976-02-18,1976,2,18,110961.52631578948
4414,1976-02-19,1976,2,19,110998.21052631579
4415,1976-02-20,1976,2,20,111034.8947368421
4416,1976-02-23,1976,2,23,111071.57894736843
4417,1976-02-24,1976,2,24,111108.26315789473
4418,1976-02-25,1976,2,25,111144.94736842105
4419,1976-02-26,1976,2,26,111181.63157894737
4420,1976-02-27,1976,2,27,111218.31578947368
4421,1976-03-01,1976,3,1,111255.0
4422,1976-03-02,1976,3,2,111334.91304347826
4423,1976-03-03,1976,3,3,111414.82608695653
4424,1976-03-04,1976,3,4,111494.73913043478
4425,1976-03-05,1976,3,5,111574.65217391304
4426,1976-03-08,1976,3,8,111654.56521739131
4427,1976-03-09,1976,3,9,111734.47826086957
4428,1976-03-10,1976,3,10,111814.39130434782
4429,1976-03-11,1976,3,11,111894.30434782608
4430,1976-03-12,1976,3,12,111974.21739130435
4431,1976-03-15,1976,3,15,112054.13043478261
4432,1976-03-16,1976,3,16,112134.04347826086
4433,1976-03-17,1976,3,17,112213.95652173914
4434,1976-03-18,1976,3,18,112293.86956521739
4435,1976-03-19,1976,3,19,112373.78260869565
4436,1976-03-22,1976,3,22,112453.69565217392
4437,1976-03-23,1976,3,23,112533.60869565218
4438,1976-03-24,1976,3,24,112613.52173913043
4439,1976-03-25,1976,3,25,112693.43478260869
4440,1976-03-26,1976,3,26,112773.34782608696
4441,1976-03-29,1976,3,29,112853.26086956522
4442,1976-03-30,1976,3,30,112933.17391304347
4443,1976-03-31,1976,3,31,113013.08695652174
4444,1976-04-01,1976,4,1,113093.0
4445,1976-04-02,1976,4,2,113114.5
4446,1976-04-05,1976,4,5,113136.0
4447,1976-04-06,1976,4,6,113157.5
4448,1976-04-07,1976,4,7,113179.0
4449,1976-04-08,1976,4,8,113200.5
4450,1976-04-09,1976,4,9,113222.0
4451,1976-04-12,1976,4,12,113243.5
4452,1976-04-13,1976,4,13,113265.0
4453,1976-04-14,1976,4,14,113286.5
4454,1976-04-15,1976,4,15,113308.0
4455,1976-04-16,1976,4,16,113329.5
4456,1976-04-19,1976,4,19,113351.0
4457,1976-04-20,1976,4,20,113372.5
4458,1976-04-21,1976,4,21,113394.0
4459,1976-04-22,1976,4,22,113415.5
4460,1976-04-23,1976,4,23,113437.0
4461,1976-04-26,1976,4,26,113458.5
4462,1976-04-27,1976,4,27,113480.0
4463,1976-04-28,1976,4,28,113501.5
4464,1976-04-29,1976,4,29,113523.0
4465,1976-04-30,1976,4,30,113544.5
4466,1976-05-03,1976,5,3,113566.0
4467,1976-05-04,1976,5,4,113608.25
4468,1976-05-05,1976,5,5,113650.5
4469,1976-05-06,1976,5,6,113692.75
4470,1976-05-07,1976,5,7,113735.0
4471,1976-05-10,1976,5,10,113777.25
4472,1976-05-11,1976,5,11,113819.5
4473,1976-05-12,1976,5,12,113861.75
4474,1976-05-13,1976,5,13,113904.0
4475,1976-05-14,1976,5,14,113946.25
4476,1976-05-17,1976,5,17,113988.5
4477,1976-05-18,1976,5,18,114030.75
4478,1976-05-19,1976,5,19,114073.0
4479,1976-05-20,1976,5,20,114115.25
4480,1976-05-21,1976,5,21,114157.5
4481,1976-05-24,1976,5,24,114199.75
4482,1976-05-25,1976,5,25,114242.0
4483,1976-05-26,1976,5,26,114284.25
4484,1976-05-27,1976,5,27,114326.5
4485,1976-05-28,1976,5,28,114368.75
4486,1976-06-01,1976,6,1,114411.0
4487,1976-06-02,1976,6,2,114464.09090909091
4488,1976-06-03,1976,6,3,114517.18181818182
4489,1976-06-04,1976,6,4,114570.27272727272
4490,1976-06-07,1976,6,7,114623.36363636363
4491,1976-06-08,1976,6,8,114676.45454545454
4492,1976-06-09,1976,6,9,114729.54545454546
4493,1976-06-10,1976,6,10,114782.63636363637
4494,1976-06-11,1976,6,11,114835.72727272728
4495,1976-06-14,1976,6,14,114888.81818181818
4496,1976-06-15,1976,6,15,114941.90909090909
4497,1976-06-16,1976,6,16,114995.0
4498,1976-06-17,1976,6,17,115048.09090909091
4499,1976-06-18,1976,6,18,115101.18181818182
4500,1976-06-21,1976,6,21,115154.27272727272
4501,1976-06-22,1976,6,22,115207.36363636363
4502,1976-06-23,1976,6,23,115260.45454545454
4503,1976-06-24,1976,6,24,115313.54545454546
4504,1976-06-25,1976,6,25,115366.63636363637
4505,1976-06-28,1976,6,28,115419.72727272728
4506,1976-06-29,1976,6,29,115472.81818181818
4507,1976-06-30,1976,6,30,115525.90909090909
4508,1976-07-01,1976,7,1,115579.0
4509,1976-07-02,1976,7,2,115576.80952380953
4510,1976-07-06,1976,7,6,115574.61904761905
4511,1976-07-07,1976,7,7,115572.42857142857
4512,1976-07-08,1976,7,8,115570.23809523809
4513,1976-07-09,1976,7,9,115568.04761904762
4514,1976-07-12,1976,7,12,115565.85714285714
4515,1976-07-13,1976,7,13,115563.66666666667
4516,1976-07-14,1976,7,14,115561.47619047618
4517,1976-07-15,1976,7,15,115559.28571428571
4518,1976-07-16,1976,7,16,115557.09523809524
4519,1976-07-19,1976,7,19,115554.90476190476
4520,1976-07-20,1976,7,20,115552.71428571429
4521,1976-07-21,1976,7,21,115550.52380952382
4522,1976-07-22,1976,7,22,115548.33333333333
4523,1976-07-23,1976,7,23,115546.14285714286
