,DATE,Year,Month,Day,MonetaryBase
9074,1994-08-30,1994,8,30,416726.60869565216
9075,1994-08-31,1994,8,31,416796.3043478261
9076,1994-09-01,1994,9,1,416866.0
9077,1994-09-02,1994,9,2,416952.3333333333
9078,1994-09-06,1994,9,6,417038.6666666667
9079,1994-09-07,1994,9,7,417125.0
9080,1994-09-08,1994,9,8,417211.3333333333
9081,1994-09-09,1994,9,9,417297.6666666667
9082,1994-09-12,1994,9,12,417384.0
9083,1994-09-13,1994,9,13,417470.3333333333
9084,1994-09-14,1994,9,14,417556.6666666667
9085,1994-09-15,1994,9,15,417643.0
9086,1994-09-16,1994,9,16,417729.3333333333
9087,1994-09-19,1994,9,19,417815.6666666667
9088,1994-09-20,1994,9,20,417902.0
9089,1994-09-21,1994,9,21,417988.3333333333
9090,1994-09-22,1994,9,22,418074.6666666667
9091,1994-09-23,1994,9,23,418161.0
9092,1994-09-26,1994,9,26,418247.3333333333
9093,1994-09-27,1994,9,27,418333.6666666667
9094,1994-09-28,1994,9,28,418420.0
9095,1994-09-29,1994,9,29,418506.3333333333
9096,1994-09-30,1994,9,30,418592.6666666667
9097,1994-10-03,1994,10,3,418679.0
9098,1994-10-04,1994,10,4,418898.2
9099,1994-10-05,1994,10,5,419117.4
9100,1994-10-06,1994,10,6,419336.6
9101,1994-10-07,1994,10,7,419555.8
9102,1994-10-11,1994,10,11,419775.0
9103,1994-10-12,1994,10,12,419994.2
9104,1994-10-13,1994,10,13,420213.4
9105,1994-10-14,1994,10,14,420432.6
9106,1994-10-17,1994,10,17,420651.8
9107,1994-10-18,1994,10,18,420871.0
9108,1994-10-19,1994,10,19,421090.2
9109,1994-10-20,1994,10,20,421309.4
9110,1994-10-21,1994,10,21,421528.6
9111,1994-10-24,1994,10,24,421747.8
9112,1994-10-25,1994,10,25,421967.0
9113,1994-10-26,1994,10,26,422186.2
9114,1994-10-27,1994,10,27,422405.4
9115,1994-10-28,1994,10,28,422624.6
9116,1994-10-31,1994,10,31,422843.8
9117,1994-11-01,1994,11,1,423063.0
9118,1994-11-02,1994,11,2,423334.3
9119,1994-11-03,1994,11,3,423605.6
9120,1994-11-04,1994,11,4,423876.9
9121,1994-11-07,1994,11,7,424148.2
9122,1994-11-08,1994,11,8,424419.5
9123,1994-11-09,1994,11,9,424690.8
9124,1994-11-10,1994,11,10,424962.1
9125,1994-11-14,1994,11,14,425233.4
9126,1994-11-15,1994,11,15,425504.7
9127,1994-11-16,1994,11,16,425776.0
9128,1994-11-17,1994,11,17,426047.3
9129,1994-11-18,1994,11,18,426318.6
9130,1994-11-21,1994,11,21,426589.9
9131,1994-11-22,1994,11,22,426861.2
9132,1994-11-23,1994,11,23,427132.5
9133,1994-11-25,1994,11,25,427403.8
9134,1994-11-28,1994,11,28,427675.1
9135,1994-11-29,1994,11,29,427946.4
9136,1994-11-30,1994,11,30,428217.7
9137,1994-12-01,1994,12,1,428489.0
9138,1994-12-02,1994,12,2,428381.04761904763
9139,1994-12-05,1994,12,5,428273.09523809527
9140,1994-12-06,1994,12,6,428165.14285714284
9141,1994-12-07,1994,12,7,428057.1904761905
9142,1994-12-08,1994,12,8,427949.2380952381
9143,1994-12-09,1994,12,9,427841.28571428574
9144,1994-12-12,1994,12,12,427733.3333333333
9145,1994-12-13,1994,12,13,427625.38095238095
9146,1994-12-14,1994,12,14,427517.4285714286
9147,1994-12-15,1994,12,15,427409.4761904762
9148,1994-12-16,1994,12,16,427301.5238095238
9149,1994-12-19,1994,12,19,427193.5714285714
9150,1994-12-20,1994,12,20,427085.61904761905
9151,1994-12-21,1994,12,21,426977.6666666667
9152,1994-12-22,1994,12,22,426869.71428571426
9153,1994-12-23,1994,12,23,426761.7619047619
9154,1994-12-27,1994,12,27,426653.8095238095
9155,1994-12-28,1994,12,28,426545.85714285716
9156,1994-12-29,1994,12,29,426437.90476190473
9157,1994-12-30,1994,12,30,426329.95238095237
9158,1995-01-03,1995,1,3,426222.0
9159,1995-01-04,1995,1,4,426055.65
9160,1995-01-05,1995,1,5,425889.3
9161,1995-01-06,1995,1,6,425722.95
9162,1995-01-09,1995,1,9,425556.6
9163,1995-01-10,1995,1,10,425390.25
9164,1995-01-11,1995,1,11,425223.9
9165,1995-01-12,1995,1,12,425057.55
9166,1995-01-13,1995,1,13,424891.2
9167,1995-01-17,1995,1,17,424724.85
9168,1995-01-18,1995,1,18,424558.5
9169,1995-01-19,1995,1,19,424392.15
9170,1995-01-20,1995,1,20,424225.8
9171,1995-01-23,1995,1,23,424059.45
9172,1995-01-24,1995,1,24,423893.1
9173,1995-01-25,1995,1,25,423726.75
9174,1995-01-26,1995,1,26,423560.4
9175,1995-01-27,1995,1,27,423394.05
9176,1995-01-30,1995,1,30,423227.7
9177,1995-01-31,1995,1,31,423061.35
9178,1995-02-01,1995,2,1,422895.0
9179,1995-02-02,1995,2,2,423149.3157894737
9180,1995-02-03,1995,2,3,423403.63157894736
9181,1995-02-06,1995,2,6,423657.94736842107
9182,1995-02-07,1995,2,7,423912.2631578947
9183,1995-02-08,1995,2,8,424166.5789473684
9184,1995-02-09,1995,2,9,424420.8947368421
9185,1995-02-10,1995,2,10,424675.2105263158
9186,1995-02-13,1995,2,13,424929.5263157895
9187,1995-02-14,1995,2,14,425183.84210526315
9188,1995-02-15,1995,2,15,425438.15789473685
9189,1995-02-16,1995,2,16,425692.4736842105
9190,1995-02-17,1995,2,17,425946.7894736842
9191,1995-02-21,1995,2,21,426201.1052631579
9192,1995-02-22,1995,2,22,426455.4210526316
9193,1995-02-23,1995,2,23,426709.7368421053
9194,1995-02-24,1995,2,24,426964.05263157893
9195,1995-02-27,1995,2,27,427218.36842105264
9196,1995-02-28,1995,2,28,427472.6842105263
9197,1995-03-01,1995,3,1,427727.0
9198,1995-03-02,1995,3,2,427979.73913043475
9199,1995-03-03,1995,3,3,428232.47826086957
9200,1995-03-06,1995,3,6,428485.2173913043
9201,1995-03-07,1995,3,7,428737.95652173914
9202,1995-03-08,1995,3,8,428990.6956521739
9203,1995-03-09,1995,3,9,429243.4347826087
9204,1995-03-10,1995,3,10,429496.17391304346
9205,1995-03-13,1995,3,13,429748.9130434783
9206,1995-03-14,1995,3,14,430001.652173913
9207,1995-03-15,1995,3,15,430254.39130434784
9208,1995-03-16,1995,3,16,430507.1304347826
9209,1995-03-17,1995,3,17,430759.8695652174
9210,1995-03-20,1995,3,20,431012.60869565216
9211,1995-03-21,1995,3,21,431265.347826087
9212,1995-03-22,1995,3,22,431518.0869565217
9213,1995-03-23,1995,3,23,431770.82608695654
9214,1995-03-24,1995,3,24,432023.5652173913
9215,1995-03-27,1995,3,27,432276.3043478261
9216,1995-03-28,1995,3,28,432529.04347826086
9217,1995-03-29,1995,3,29,432781.7826086957
9218,1995-03-30,1995,3,30,433034.52173913043
9219,1995-03-31,1995,3,31,433287.26086956525
9220,1995-04-03,1995,4,3,433540.0
9221,1995-04-04,1995,4,4,433563.4
9222,1995-04-05,1995,4,5,433586.8
9223,1995-04-06,1995,4,6,433610.2
9224,1995-04-07,1995,4,7,433633.6
9225,1995-04-10,1995,4,10,433657.0
9226,1995-04-11,1995,4,11,433680.4
9227,1995-04-12,1995,4,12,433703.8
9228,1995-04-13,1995,4,13,433727.2
9229,1995-04-14,1995,4,14,433750.6
9230,1995-04-17,1995,4,17,433774.0
9231,1995-04-18,1995,4,18,433797.4
9232,1995-04-19,1995,4,19,433820.8
9233,1995-04-20,1995,4,20,433844.2
9234,1995-04-21,1995,4,21,433867.6
9235,1995-04-24,1995,4,24,433891.0
9236,1995-04-25,1995,4,25,433914.4
9237,1995-04-26,1995,4,26,433937.8
9238,1995-04-27,1995,4,27,433961.2
9239,1995-04-28,1995,4,28,433984.6
9240,1995-05-01,1995,5,1,434008.0
9241,1995-05-02,1995,5,2,434046.0909090909
9242,1995-05-03,1995,5,3,434084.1818181818
9243,1995-05-04,1995,5,4,434122.2727272727
9244,1995-05-05,1995,5,5,434160.36363636365
9245,1995-05-08,1995,5,8,434198.45454545453
9246,1995-05-09,1995,5,9,434236.54545454547
9247,1995-05-10,1995,5,10,434274.63636363635
9248,1995-05-11,1995,5,11,434312.7272727273
9249,1995-05-12,1995,5,12,434350.8181818182
9250,1995-05-15,1995,5,15,434388.9090909091
9251,1995-05-16,1995,5,16,434427.0
9252,1995-05-17,1995,5,17,434465.0909090909
9253,1995-05-18,1995,5,18,434503.1818181818
9254,1995-05-19,1995,5,19,434541.2727272727
9255,1995-05-22,1995,5,22,434579.36363636365
9256,1995-05-23,1995,5,23,434617.45454545453
9257,1995-05-24,1995,5,24,434655.54545454547
9258,1995-05-25,1995,5,25,434693.63636363635
9259,1995-05-26,1995,5,26,434731.7272727273
9260,1995-05-30,1995,5,30,434769.8181818182
9261,1995-05-31,1995,5,31,434807.9090909091
9262,1995-06-01,1995,6,1,434846.0
9263,1995-06-02,1995,6,2,434894.5909090909
9264,1995-06-05,1995,6,5,434943.1818181818
9265,1995-06-06,1995,6,6,434991.7727272727
9266,1995-06-07,1995,6,7,435040.36363636365
9267,1995-06-08,1995,6,8,435088.95454545453
9268,1995-06-09,1995,6,9,435137.54545454547
9269,1995-06-12,1995,6,12,435186.13636363635
9270,1995-06-13,1995,6,13,435234.7272727273
9271,1995-06-14,1995,6,14,435283.3181818182
9272,1995-06-15,1995,6,15,435331.9090909091
9273,1995-06-16,1995,6,16,435380.5
9274,1995-06-19,1995,6,19,435429.0909090909
9275,1995-06-20,1995,6,20,435477.6818181818
9276,1995-06-21,1995,6,21,435526.2727272727
9277,1995-06-22,1995,6,22,435574.86363636365
9278,1995-06-23,1995,6,23,435623.45454545453
9279,1995-06-26,1995,6,26,435672.04545454547
9280,1995-06-27,1995,6,27,435720.63636363635
9281,1995-06-28,1995,6,28,435769.2272727273
9282,1995-06-29,1995,6,29,435817.8181818182
9283,1995-06-30,1995,6,30,435866.4090909091
9284,1995-07-03,1995,7,3,435915.0
9285,1995-07-05,1995,7,5,435896.55
9286,1995-07-06,1995,7,6,435878.1
9287,1995-07-07,1995,7,7,435859.65
9288,1995-07-10,1995,7,10,435841.2
9289,1995-07-11,1995,7,11,435822.75
9290,1995-07-12,1995,7,12,435804.3
9291,1995-07-13,1995,7,13,435785.85
9292,1995-07-14,1995,7,14,435767.4
9293,1995-07-17,1995,7,17,435748.95
9294,1995-07-18,1995,7,18,435730.5
9295,1995-07-19,1995,7,19,435712.05
9296,1995-07-20,1995,7,20,435693.6
9297,1995-07-21,1995,7,21,435675.15
9298,1995-07-24,1995,7,24,435656.7
9299,1995-07-25,1995,7,25,435638.25
9300,1995-07-26,1995,7,26,435619.8
9301,1995-07-27,1995,7,27,435601.35
9302,1995-07-28,1995,7,28,435582.9
9303,1995-07-31,1995,7,31,435564.45
9304,1995-08-01,1995,8,1,435546.0
9305,1995-08-02,1995,8,2,435580.17391304346
9306,1995-08-03,1995,8,3,435614.347826087
9307,1995-08-04,1995,8,4,435648.52173913043
9308,1995-08-07,1995,8,7,435682.6956521739
9309,1995-08-08,1995,8,8,435716.8695652174
9310,1995-08-09,1995,8,9,435751.04347826086
9311,1995-08-10,1995,8,10,435785.2173913043
9312,1995-08-11,1995,8,11,435819.39130434784
9313,1995-08-14,1995,8,14,435853.5652173913
9314,1995-08-15,1995,8,15,435887.73913043475
9315,1995-08-16,1995,8,16,435921.9130434783
9316,1995-08-17,1995,8,17,435956.0869565217
9317,1995-08-18,1995,8,18,435990.26086956525
9318,1995-08-21,1995,8,21,436024.4347826087
9319,1995-08-22,1995,8,22,436058.60869565216
9320,1995-08-23,1995,8,23,436092.7826086957
9321,1995-08-24,1995,8,24,436126.95652173914
9322,1995-08-25,1995,8,25,436161.1304347826
9323,1995-08-28,1995,8,28,436195.3043478261
9324,1995-08-29,1995,8,29,436229.47826086957
9325,1995-08-30,1995,8,30,436263.652173913
9326,1995-08-31,1995,8,31,436297.82608695654
9327,1995-09-01,1995,9,1,436332.0
9328,1995-09-05,1995,9,5,436343.9
9329,1995-09-06,1995,9,6,436355.8
9330,1995-09-07,1995,9,7,436367.7
9331,1995-09-08,1995,9,8,436379.6
9332,1995-09-11,1995,9,11,436391.5
9333,1995-09-12,1995,9,12,436403.4
9334,1995-09-13,1995,9,13,436415.3
9335,1995-09-14,1995,9,14,436427.2
9336,1995-09-15,1995,9,15,436439.1
9337,1995-09-18,1995,9,18,436451.0
9338,1995-09-19,1995,9,19,436462.9
9339,1995-09-20,1995,9,20,436474.8
9340,1995-09-21,1995,9,21,436486.7
9341,1995-09-22,1995,9,22,436498.6
9342,1995-09-25,1995,9,25,436510.5
9343,1995-09-26,1995,9,26,436522.4
9344,1995-09-27,1995,9,27,436534.3
9345,1995-09-28,1995,9,28,436546.2
9346,1995-09-29,1995,9,29,436558.1
9347,1995-10-02,1995,10,2,436570.0
9348,1995-10-03,1995,10,3,436690.14285714284
9349,1995-10-04,1995,10,4,436810.28571428574
9350,1995-10-05,1995,10,5,436930.4285714286
9351,1995-10-06,1995,10,6,437050.5714285714
9352,1995-10-10,1995,10,10,437170.71428571426
9353,1995-10-11,1995,10,11,437290.85714285716
9354,1995-10-12,1995,10,12,437411.0
9355,1995-10-13,1995,10,13,437531.14285714284
9356,1995-10-16,1995,10,16,437651.28571428574
9357,1995-10-17,1995,10,17,437771.4285714286
9358,1995-10-18,1995,10,18,437891.5714285714
9359,1995-10-19,1995,10,19,438011.71428571426
9360,1995-10-20,1995,10,20,438131.85714285716
9361,1995-10-23,1995,10,23,438252.0
9362,1995-10-24,1995,10,24,438372.14285714284
9363,1995-10-25,1995,10,25,438492.28571428574
9364,1995-10-26,1995,10,26,438612.4285714286
9365,1995-10-27,1995,10,27,438732.5714285714
9366,1995-10-30,1995,10,30,438852.71428571426
9367,1995-10-31,1995,10,31,438972.85714285716
9368,1995-11-01,1995,11,1,439093.0
9369,1995-11-02,1995,11,2,439430.35
9370,1995-11-03,1995,11,3,439767.7
9371,1995-11-06,1995,11,6,440105.05
9372,1995-11-07,1995,11,7,440442.4
9373,1995-11-08,1995,11,8,440779.75
9374,1995-11-09,1995,11,9,441117.1
9375,1995-11-13,1995,11,13,441454.45
9376,1995-11-14,1995,11,14,441791.8
9377,1995-11-15,1995,11,15,442129.15
9378,1995-11-16,1995,11,16,442466.5
9379,1995-11-17,1995,11,17,442803.85
9380,1995-11-20,1995,11,20,443141.2
9381,1995-11-21,1995,11,21,443478.55
9382,1995-11-22,1995,11,22,443815.9
9383,1995-11-24,1995,11,24,444153.25
9384,1995-11-27,1995,11,27,444490.6
9385,1995-11-28,1995,11,28,444827.95
9386,1995-11-29,1995,11,29,445165.3
9387,1995-11-30,1995,11,30,445502.65
9388,1995-12-01,1995,12,1,445840.0
9389,1995-12-04,1995,12,4,445634.65
9390,1995-12-05,1995,12,5,445429.3
9391,1995-12-06,1995,12,6,445223.95
9392,1995-12-07,1995,12,7,445018.6
9393,1995-12-08,1995,12,8,444813.25
9394,1995-12-11,1995,12,11,444607.9
9395,1995-12-12,1995,12,12,444402.55
9396,1995-12-13,1995,12,13,444197.2
9397,1995-12-14,1995,12,14,443991.85
9398,1995-12-15,1995,12,15,443786.5
9399,1995-12-18,1995,12,18,443581.15
9400,1995-12-19,1995,12,19,443375.8
9401,1995-12-20,1995,12,20,443170.45
9402,1995-12-21,1995,12,21,442965.1
9403,1995-12-22,1995,12,22,442759.75
9404,1995-12-26,1995,12,26,442554.4
9405,1995-12-27,1995,12,27,442349.05
9406,1995-12-28,1995,12,28,442143.7
9407,1995-12-29,1995,12,29,441938.35
9408,1996-01-02,1996,1,2,441733.0
9409,1996-01-03,1996,1,3,441446.38095238095
9410,1996-01-04,1996,1,4,441159.7619047619
9411,1996-01-05,1996,1,5,440873.14285714284
9412,1996-01-08,1996,1,8,440586.5238095238
9413,1996-01-09,1996,1,9,440299.90476190473
9414,1996-01-10,1996,1,10,440013.28571428574
9415,1996-01-11,1996,1,11,439726.6666666667
9416,1996-01-12,1996,1,12,439440.04761904763
9417,1996-01-16,1996,1,16,439153.4285714286
9418,1996-01-17,1996,1,17,438866.8095238095
9419,1996-01-18,1996,1,18,438580.1904761905
9420,1996-01-19,1996,1,19,438293.5714285714
9421,1996-01-22,1996,1,22,438006.95238095237
9422,1996-01-23,1996,1,23,437720.3333333333
9423,1996-01-24,1996,1,24,437433.71428571426
9424,1996-01-25,1996,1,25,437147.09523809527
9425,1996-01-26,1996,1,26,436860.4761904762
9426,1996-01-29,1996,1,29,436573.85714285716
9427,1996-01-30,1996,1,30,436287.2380952381
9428,1996-01-31,1996,1,31,436000.61904761905
9429,1996-02-01,1996,2,1,435714.0
9430,1996-02-02,1996,2,2,435951.05
9431,1996-02-05,1996,2,5,436188.1
9432,1996-02-06,1996,2,6,436425.15
9433,1996-02-07,1996,2,7,436662.2
9434,1996-02-08,1996,2,8,436899.25
9435,1996-02-09,1996,2,9,437136.3
9436,1996-02-12,1996,2,12,437373.35
9437,1996-02-13,1996,2,13,437610.4
9438,1996-02-14,1996,2,14,437847.45
9439,1996-02-15,1996,2,15,438084.5
9440,1996-02-16,1996,2,16,438321.55
9441,1996-02-20,1996,2,20,438558.6
9442,1996-02-21,1996,2,21,438795.65
9443,1996-02-22,1996,2,22,439032.7
9444,1996-02-23,1996,2,23,439269.75
9445,1996-02-26,1996,2,26,439506.8
9446,1996-02-27,1996,2,27,439743.85
9447,1996-02-28,1996,2,28,439980.9
9448,1996-02-29,1996,2,29,440217.95
9449,1996-03-01,1996,3,1,440455.0
9450,1996-03-04,1996,3,4,440594.09523809527
9451,1996-03-05,1996,3,5,440733.1904761905
9452,1996-03-06,1996,3,6,440872.28571428574
9453,1996-03-07,1996,3,7,441011.38095238095
9454,1996-03-08,1996,3,8,441150.4761904762
9455,1996-03-11,1996,3,11,441289.5714285714
9456,1996-03-12,1996,3,12,441428.6666666667
9457,1996-03-13,1996,3,13,441567.7619047619
9458,1996-03-14,1996,3,14,441706.85714285716
9459,1996-03-15,1996,3,15,441845.95238095237
9460,1996-03-18,1996,3,18,441985.04761904763
9461,1996-03-19,1996,3,19,442124.14285714284
9462,1996-03-20,1996,3,20,442263.2380952381
9463,1996-03-21,1996,3,21,442402.3333333333
9464,1996-03-22,1996,3,22,442541.4285714286
9465,1996-03-25,1996,3,25,442680.5238095238
9466,1996-03-26,1996,3,26,442819.61904761905
9467,1996-03-27,1996,3,27,442958.71428571426
9468,1996-03-28,1996,3,28,443097.8095238095
9469,1996-03-29,1996,3,29,443236.90476190473
9470,1996-04-01,1996,4,1,443376.0
9471,1996-04-02,1996,4,2,443359.54545454547
9472,1996-04-03,1996,4,3,443343.0909090909
9473,1996-04-04,1996,4,4,443326.63636363635
9474,1996-04-05,1996,4,5,443310.1818181818
9475,1996-04-08,1996,4,8,443293.7272727273
9476,1996-04-09,1996,4,9,443277.2727272727
9477,1996-04-10,1996,4,10,443260.8181818182
9478,1996-04-11,1996,4,11,443244.36363636365
9479,1996-04-12,1996,4,12,443227.9090909091
9480,1996-04-15,1996,4,15,443211.45454545453
9481,1996-04-16,1996,4,16,443195.0
9482,1996-04-17,1996,4,17,443178.54545454547
9483,1996-04-18,1996,4,18,443162.0909090909
9484,1996-04-19,1996,4,19,443145.63636363635
9485,1996-04-22,1996,4,22,443129.1818181818
9486,1996-04-23,1996,4,23,443112.7272727273
9487,1996-04-24,1996,4,24,443096.2727272727
9488,1996-04-25,1996,4,25,443079.8181818182
9489,1996-04-26,1996,4,26,443063.36363636365
9490,1996-04-29,1996,4,29,443046.9090909091
9491,1996-04-30,1996,4,30,443030.45454545453
9492,1996-05-01,1996,5,1,443014.0
9493,1996-05-02,1996,5,2,443168.95454545453
9494,1996-05-03,1996,5,3,443323.9090909091
9495,1996-05-06,1996,5,6,443478.86363636365
9496,1996-05-07,1996,5,7,443633.8181818182
9497,1996-05-08,1996,5,8,443788.7727272727
9498,1996-05-09,1996,5,9,443943.7272727273
9499,1996-05-10,1996,5,10,444098.6818181818
9500,1996-05-13,1996,5,13,444253.63636363635
9501,1996-05-14,1996,5,14,444408.5909090909
9502,1996-05-15,1996,5,15,444563.54545454547
9503,1996-05-16,1996,5,16,444718.5
9504,1996-05-17,1996,5,17,444873.45454545453
9505,1996-05-20,1996,5,20,445028.4090909091
9506,1996-05-21,1996,5,21,445183.36363636365
9507,1996-05-22,1996,5,22,445338.3181818182
9508,1996-05-23,1996,5,23,445493.2727272727
9509,1996-05-24,1996,5,24,445648.2272727273
9510,1996-05-28,1996,5,28,445803.1818181818
9511,1996-05-29,1996,5,29,445958.13636363635
9512,1996-05-30,1996,5,30,446113.0909090909
9513,1996-05-31,1996,5,31,446268.04545454547
9514,1996-06-03,1996,6,3,446423.0
9515,1996-06-04,1996,6,4,446593.4
9516,1996-06-05,1996,6,5,446763.8
9517,1996-06-06,1996,6,6,446934.2
9518,1996-06-07,1996,6,7,447104.6
9519,1996-06-10,1996,6,10,447275.0
9520,1996-06-11,1996,6,11,447445.4
9521,1996-06-12,1996,6,12,447615.8
9522,1996-06-13,1996,6,13,447786.2
9523,1996-06-14,1996,6,14,447956.6
9524,1996-06-17,1996,6,17,448127.0
9525,1996-06-18,1996,6,18,448297.4
9526,1996-06-19,1996,6,19,448467.8
9527,1996-06-20,1996,6,20,448638.2
9528,1996-06-21,1996,6,21,448808.6
9529,1996-06-24,1996,6,24,448979.0
9530,1996-06-25,1996,6,25,449149.4
9531,1996-06-26,1996,6,26,449319.8
9532,1996-06-27,1996,6,27,449490.2
9533,1996-06-28,1996,6,28,449660.6
9534,1996-07-01,1996,7,1,449831.0
9535,1996-07-02,1996,7,2,449880.0909090909
9536,1996-07-03,1996,7,3,449929.1818181818
9537,1996-07-05,1996,7,5,449978.2727272727
9538,1996-07-08,1996,7,8,450027.36363636365
9539,1996-07-09,1996,7,9,450076.45454545453
9540,1996-07-10,1996,7,10,450125.54545454547
9541,1996-07-11,1996,7,11,450174.63636363635
9542,1996-07-12,1996,7,12,450223.7272727273
9543,1996-07-15,1996,7,15,450272.8181818182
9544,1996-07-16,1996,7,16,450321.9090909091
9545,1996-07-17,1996,7,17,450371.0
9546,1996-07-18,1996,7,18,450420.0909090909
9547,1996-07-19,1996,7,19,450469.1818181818
9548,1996-07-22,1996,7,22,450518.2727272727
9549,1996-07-23,1996,7,23,450567.36363636365
9550,1996-07-24,1996,7,24,450616.45454545453
9551,1996-07-25,1996,7,25,450665.54545454547
9552,1996-07-26,1996,7,26,450714.63636363635
9553,1996-07-29,1996,7,29,450763.7272727273
9554,1996-07-30,1996,7,30,450812.8181818182
9555,1996-07-31,1996,7,31,450861.9090909091
9556,1996-08-01,1996,8,1,450911.0
9557,1996-08-02,1996,8,2,450958.4090909091
9558,1996-08-05,1996,8,5,451005.8181818182
9559,1996-08-06,1996,8,6,451053.2272727273
9560,1996-08-07,1996,8,7,451100.63636363635
9561,1996-08-08,1996,8,8,451148.04545454547
9562,1996-08-09,1996,8,9,451195.45454545453
9563,1996-08-12,1996,8,12,451242.86363636365
9564,1996-08-13,1996,8,13,451290.2727272727
9565,1996-08-14,1996,8,14,451337.6818181818
9566,1996-08-15,1996,8,15,451385.0909090909
9567,1996-08-16,1996,8,16,451432.5
9568,1996-08-19,1996,8,19,451479.9090909091
9569,1996-08-20,1996,8,20,451527.3181818182
9570,1996-08-21,1996,8,21,451574.7272727273
9571,1996-08-22,1996,8,22,451622.13636363635
9572,1996-08-23,1996,8,23,451669.54545454547
9573,1996-08-26,1996,8,26,451716.95454545453
9574,1996-08-27,1996,8,27,451764.36363636365
9575,1996-08-28,1996,8,28,451811.7727272727
9576,1996-08-29,1996,8,29,451859.1818181818
9577,1996-08-30,1996,8,30,451906.5909090909
9578,1996-09-03,1996,9,3,451954.0
9579,1996-09-04,1996,9,4,451981.1
9580,1996-09-05,1996,9,5,452008.2
9581,1996-09-06,1996,9,6,452035.3
9582,1996-09-09,1996,9,9,452062.4
9583,1996-09-10,1996,9,10,452089.5
9584,1996-09-11,1996,9,11,452116.6
9585,1996-09-12,1996,9,12,452143.7
9586,1996-09-13,1996,9,13,452170.8
9587,1996-09-16,1996,9,16,452197.9
9588,1996-09-17,1996,9,17,452225.0
9589,1996-09-18,1996,9,18,452252.1
9590,1996-09-19,1996,9,19,452279.2
9591,1996-09-20,1996,9,20,452306.3
9592,1996-09-23,1996,9,23,452333.4
9593,1996-09-24,1996,9,24,452360.5
9594,1996-09-25,1996,9,25,452387.6
9595,1996-09-26,1996,9,26,452414.7
9596,1996-09-27,1996,9,27,452441.8
9597,1996-09-30,1996,9,30,452468.9
9598,1996-10-01,1996,10,1,452496.0
9599,1996-10-02,1996,10,2,452701.1818181818
9600,1996-10-03,1996,10,3,452906.36363636365
9601,1996-10-04,1996,10,4,453111.54545454547
9602,1996-10-07,1996,10,7,453316.7272727273
9603,1996-10-08,1996,10,8,453521.9090909091
9604,1996-10-09,1996,10,9,453727.0909090909
9605,1996-10-10,1996,10,10,453932.2727272727
9606,1996-10-11,1996,10,11,454137.45454545453
9607,1996-10-15,1996,10,15,454342.63636363635
9608,1996-10-16,1996,10,16,454547.8181818182
9609,1996-10-17,1996,10,17,454753.0
9610,1996-10-18,1996,10,18,454958.1818181818
9611,1996-10-21,1996,10,21,455163.36363636365
9612,1996-10-22,1996,10,22,455368.54545454547
9613,1996-10-23,1996,10,23,455573.7272727273
9614,1996-10-24,1996,10,24,455778.9090909091
9615,1996-10-25,1996,10,25,455984.0909090909
9616,1996-10-28,1996,10,28,456189.2727272727
9617,1996-10-29,1996,10,29,456394.45454545453
9618,1996-10-30,1996,10,30,456599.63636363635
9619,1996-10-31,1996,10,31,456804.8181818182
9620,1996-11-01,1996,11,1,457010.0
9621,1996-11-04,1996,11,4,457428.15789473685
9622,1996-11-05,1996,11,5,457846.3157894737
9623,1996-11-06,1996,11,6,458264.4736842105
9624,1996-11-07,1996,11,7,458682.63157894736
9625,1996-11-08,1996,11,8,459100.7894736842
9626,1996-11-12,1996,11,12,459518.94736842107
9627,1996-11-13,1996,11,13,459937.1052631579
9628,1996-11-14,1996,11,14,460355.2631578947
9629,1996-11-15,1996,11,15,460773.4210526316
9630,1996-11-18,1996,11,18,461191.5789473684
9631,1996-11-19,1996,11,19,461609.7368421053
9632,1996-11-20,1996,11,20,462027.8947368421
9633,1996-11-21,1996,11,21,462446.05263157893
9634,1996-11-22,1996,11,22,462864.2105263158
9635,1996-11-25,1996,11,25,463282.36842105264
9636,1996-11-26,1996,11,26,463700.5263157895
9637,1996-11-27,1996,11,27,464118.6842105263
9638,1996-11-29,1996,11,29,464536.84210526315
9639,1996-12-02,1996,12,2,464955.0
9640,1996-12-03,1996,12,3,464838.3333333333
9641,1996-12-04,1996,12,4,464721.6666666667
9642,1996-12-05,1996,12,5,464605.0
9643,1996-12-06,1996,12,6,464488.3333333333
9644,1996-12-09,1996,12,9,464371.6666666667
9645,1996-12-10,1996,12,10,464255.0
9646,1996-12-11,1996,12,11,464138.3333333333
9647,1996-12-12,1996,12,12,464021.6666666667
9648,1996-12-13,1996,12,13,463905.0
9649,1996-12-16,1996,12,16,463788.3333333333
9650,1996-12-17,1996,12,17,463671.6666666667
9651,1996-12-18,1996,12,18,463555.0
9652,1996-12-19,1996,12,19,463438.3333333333
9653,1996-12-20,1996,12,20,463321.6666666667
9654,1996-12-23,1996,12,23,463205.0
9655,1996-12-24,1996,12,24,463088.3333333333
9656,1996-12-26,1996,12,26,462971.6666666667
9657,1996-12-27,1996,12,27,462855.0
9658,1996-12-30,1996,12,30,462738.3333333333
9659,1996-12-31,1996,12,31,462621.6666666667
9660,1997-01-02,1997,1,2,462505.0
9661,1997-01-03,1997,1,3,462381.61904761905
9662,1997-01-06,1997,1,6,462258.2380952381
9663,1997-01-07,1997,1,7,462134.85714285716
