,DATE,Year,Month,Day,ConstructionSpending
1650,1999-07-30,1999,7,30,741728.3333333334
1651,1999-08-02,1999,8,2,741524.0
1652,1999-08-03,1999,8,3,741973.0
1653,1999-08-04,1999,8,4,742422.0
1654,1999-08-05,1999,8,5,742871.0
1655,1999-08-06,1999,8,6,743320.0
1656,1999-08-09,1999,8,9,743769.0
1657,1999-08-10,1999,8,10,744218.0
1658,1999-08-11,1999,8,11,744667.0
1659,1999-08-12,1999,8,12,745116.0
1660,1999-08-13,1999,8,13,745565.0
1661,1999-08-16,1999,8,16,746014.0
1662,1999-08-17,1999,8,17,746463.0
1663,1999-08-18,1999,8,18,746912.0
1664,1999-08-19,1999,8,19,747361.0
1665,1999-08-20,1999,8,20,747810.0
1666,1999-08-23,1999,8,23,748259.0
1667,1999-08-24,1999,8,24,748708.0
1668,1999-08-25,1999,8,25,749157.0
1669,1999-08-26,1999,8,26,749606.0
1670,1999-08-27,1999,8,27,750055.0
1671,1999-08-30,1999,8,30,750504.0
1672,1999-08-31,1999,8,31,750953.0
1673,1999-09-01,1999,9,1,751402.0
1674,1999-09-02,1999,9,2,751806.9523809524
1675,1999-09-03,1999,9,3,752211.9047619047
1676,1999-09-07,1999,9,7,752616.8571428572
1677,1999-09-08,1999,9,8,753021.8095238095
1678,1999-09-09,1999,9,9,753426.7619047619
1679,1999-09-10,1999,9,10,753831.7142857143
1680,1999-09-13,1999,9,13,754236.6666666666
1681,1999-09-14,1999,9,14,754641.619047619
1682,1999-09-15,1999,9,15,755046.5714285715
1683,1999-09-16,1999,9,16,755451.5238095238
1684,1999-09-17,1999,9,17,755856.4761904762
1685,1999-09-20,1999,9,20,756261.4285714285
1686,1999-09-21,1999,9,21,756666.380952381
1687,1999-09-22,1999,9,22,757071.3333333334
1688,1999-09-23,1999,9,23,757476.2857142857
1689,1999-09-24,1999,9,24,757881.2380952381
1690,1999-09-27,1999,9,27,758286.1904761905
1691,1999-09-28,1999,9,28,758691.1428571428
1692,1999-09-29,1999,9,29,759096.0952380953
1693,1999-09-30,1999,9,30,759501.0476190476
1694,1999-10-01,1999,10,1,759906.0
1695,1999-10-04,1999,10,4,760970.65
1696,1999-10-05,1999,10,5,762035.3
1697,1999-10-06,1999,10,6,763099.95
1698,1999-10-07,1999,10,7,764164.6
1699,1999-10-08,1999,10,8,765229.25
1700,1999-10-12,1999,10,12,766293.9
1701,1999-10-13,1999,10,13,767358.55
1702,1999-10-14,1999,10,14,768423.2
1703,1999-10-15,1999,10,15,769487.85
1704,1999-10-18,1999,10,18,770552.5
1705,1999-10-19,1999,10,19,771617.15
1706,1999-10-20,1999,10,20,772681.8
1707,1999-10-21,1999,10,21,773746.45
1708,1999-10-22,1999,10,22,774811.1
1709,1999-10-25,1999,10,25,775875.75
1710,1999-10-26,1999,10,26,776940.4
1711,1999-10-27,1999,10,27,778005.05
1712,1999-10-28,1999,10,28,779069.7
1713,1999-10-29,1999,10,29,780134.35
1714,1999-11-01,1999,11,1,781199.0
1715,1999-11-02,1999,11,2,781610.6
1716,1999-11-03,1999,11,3,782022.2
1717,1999-11-04,1999,11,4,782433.8
1718,1999-11-05,1999,11,5,782845.4
1719,1999-11-08,1999,11,8,783257.0
1720,1999-11-09,1999,11,9,783668.6
1721,1999-11-10,1999,11,10,784080.2
1722,1999-11-12,1999,11,12,784491.8
1723,1999-11-15,1999,11,15,784903.4
1724,1999-11-16,1999,11,16,785315.0
1725,1999-11-17,1999,11,17,785726.6
1726,1999-11-18,1999,11,18,786138.2
1727,1999-11-19,1999,11,19,786549.8
1728,1999-11-22,1999,11,22,786961.4
1729,1999-11-23,1999,11,23,787373.0
1730,1999-11-24,1999,11,24,787784.6
1731,1999-11-26,1999,11,26,788196.2
1732,1999-11-29,1999,11,29,788607.8
1733,1999-11-30,1999,11,30,789019.4
1734,1999-12-01,1999,12,1,789431.0
1735,1999-12-02,1999,12,2,789217.1428571428
1736,1999-12-03,1999,12,3,789003.2857142857
1737,1999-12-06,1999,12,6,788789.4285714285
1738,1999-12-07,1999,12,7,788575.5714285715
1739,1999-12-08,1999,12,8,788361.7142857143
1740,1999-12-09,1999,12,9,788147.8571428572
1741,1999-12-10,1999,12,10,787934.0
1742,1999-12-13,1999,12,13,787720.1428571428
1743,1999-12-14,1999,12,14,787506.2857142857
1744,1999-12-15,1999,12,15,787292.4285714285
1745,1999-12-16,1999,12,16,787078.5714285715
1746,1999-12-17,1999,12,17,786864.7142857143
1747,1999-12-20,1999,12,20,786650.8571428572
1748,1999-12-21,1999,12,21,786437.0
1749,1999-12-22,1999,12,22,786223.1428571428
1750,1999-12-23,1999,12,23,786009.2857142857
1751,1999-12-27,1999,12,27,785795.4285714285
1752,1999-12-28,1999,12,28,785581.5714285715
1753,1999-12-29,1999,12,29,785367.7142857143
1754,1999-12-30,1999,12,30,785153.8571428572
1755,2000-01-03,2000,1,3,784940.0
1756,2000-01-04,2000,1,4,785379.85
1757,2000-01-05,2000,1,5,785819.7
1758,2000-01-06,2000,1,6,786259.55
1759,2000-01-07,2000,1,7,786699.4
1760,2000-01-10,2000,1,10,787139.25
1761,2000-01-11,2000,1,11,787579.1
1762,2000-01-12,2000,1,12,788018.95
1763,2000-01-13,2000,1,13,788458.8
1764,2000-01-14,2000,1,14,788898.65
1765,2000-01-18,2000,1,18,789338.5
1766,2000-01-19,2000,1,19,789778.35
1767,2000-01-20,2000,1,20,790218.2
1768,2000-01-21,2000,1,21,790658.05
1769,2000-01-24,2000,1,24,791097.9
1770,2000-01-25,2000,1,25,791537.75
1771,2000-01-26,2000,1,26,791977.6
1772,2000-01-27,2000,1,27,792417.45
1773,2000-01-28,2000,1,28,792857.3
1774,2000-01-31,2000,1,31,793297.15
1775,2000-02-01,2000,2,1,793737.0
1776,2000-02-02,2000,2,2,794523.1
1777,2000-02-03,2000,2,3,795309.2
1778,2000-02-04,2000,2,4,796095.3
1779,2000-02-07,2000,2,7,796881.4
1780,2000-02-08,2000,2,8,797667.5
1781,2000-02-09,2000,2,9,798453.6
1782,2000-02-10,2000,2,10,799239.7
1783,2000-02-11,2000,2,11,800025.8
1784,2000-02-14,2000,2,14,800811.9
1785,2000-02-15,2000,2,15,801598.0
1786,2000-02-16,2000,2,16,802384.1
1787,2000-02-17,2000,2,17,803170.2
1788,2000-02-18,2000,2,18,803956.3
1789,2000-02-22,2000,2,22,804742.4
1790,2000-02-23,2000,2,23,805528.5
1791,2000-02-24,2000,2,24,806314.6
1792,2000-02-25,2000,2,25,807100.7
1793,2000-02-28,2000,2,28,807886.8
1794,2000-02-29,2000,2,29,808672.9
1795,2000-03-01,2000,3,1,809459.0
1796,2000-03-02,2000,3,2,809254.9565217391
1797,2000-03-03,2000,3,3,809050.9130434783
1798,2000-03-06,2000,3,6,808846.8695652174
1799,2000-03-07,2000,3,7,808642.8260869565
1800,2000-03-08,2000,3,8,808438.7826086957
1801,2000-03-09,2000,3,9,808234.7391304348
1802,2000-03-10,2000,3,10,808030.695652174
1803,2000-03-13,2000,3,13,807826.6521739131
1804,2000-03-14,2000,3,14,807622.6086956522
1805,2000-03-15,2000,3,15,807418.5652173914
1806,2000-03-16,2000,3,16,807214.5217391305
1807,2000-03-17,2000,3,17,807010.4782608695
1808,2000-03-20,2000,3,20,806806.4347826086
1809,2000-03-21,2000,3,21,806602.3913043478
1810,2000-03-22,2000,3,22,806398.3478260869
1811,2000-03-23,2000,3,23,806194.304347826
1812,2000-03-24,2000,3,24,805990.2608695652
1813,2000-03-27,2000,3,27,805786.2173913043
1814,2000-03-28,2000,3,28,805582.1739130435
1815,2000-03-29,2000,3,29,805378.1304347826
1816,2000-03-30,2000,3,30,805174.0869565217
1817,2000-03-31,2000,3,31,804970.0434782609
1818,2000-04-03,2000,4,3,804766.0
1819,2000-04-04,2000,4,4,804777.95
1820,2000-04-05,2000,4,5,804789.9
1821,2000-04-06,2000,4,6,804801.85
1822,2000-04-07,2000,4,7,804813.8
1823,2000-04-10,2000,4,10,804825.75
1824,2000-04-11,2000,4,11,804837.7
1825,2000-04-12,2000,4,12,804849.65
1826,2000-04-13,2000,4,13,804861.6
1827,2000-04-14,2000,4,14,804873.55
1828,2000-04-17,2000,4,17,804885.5
1829,2000-04-18,2000,4,18,804897.45
1830,2000-04-19,2000,4,19,804909.4
1831,2000-04-20,2000,4,20,804921.35
1832,2000-04-21,2000,4,21,804933.3
1833,2000-04-24,2000,4,24,804945.25
1834,2000-04-25,2000,4,25,804957.2
1835,2000-04-26,2000,4,26,804969.15
1836,2000-04-27,2000,4,27,804981.1
1837,2000-04-28,2000,4,28,804993.05
1838,2000-05-01,2000,5,1,805005.0
1839,2000-05-02,2000,5,2,804568.9090909091
1840,2000-05-03,2000,5,3,804132.8181818182
1841,2000-05-04,2000,5,4,803696.7272727273
1842,2000-05-05,2000,5,5,803260.6363636364
1843,2000-05-08,2000,5,8,802824.5454545454
1844,2000-05-09,2000,5,9,802388.4545454546
1845,2000-05-10,2000,5,10,801952.3636363636
1846,2000-05-11,2000,5,11,801516.2727272727
1847,2000-05-12,2000,5,12,801080.1818181818
1848,2000-05-15,2000,5,15,800644.0909090909
1849,2000-05-16,2000,5,16,800208.0
1850,2000-05-17,2000,5,17,799771.9090909091
1851,2000-05-18,2000,5,18,799335.8181818182
1852,2000-05-19,2000,5,19,798899.7272727273
1853,2000-05-22,2000,5,22,798463.6363636364
1854,2000-05-23,2000,5,23,798027.5454545454
1855,2000-05-24,2000,5,24,797591.4545454546
1856,2000-05-25,2000,5,25,797155.3636363636
1857,2000-05-26,2000,5,26,796719.2727272727
1858,2000-05-30,2000,5,30,796283.1818181818
1859,2000-05-31,2000,5,31,795847.0909090909
1860,2000-06-01,2000,6,1,795411.0
1861,2000-06-02,2000,6,2,794883.0
1862,2000-06-05,2000,6,5,794355.0
1863,2000-06-06,2000,6,6,793827.0
1864,2000-06-07,2000,6,7,793299.0
1865,2000-06-08,2000,6,8,792771.0
1866,2000-06-09,2000,6,9,792243.0
1867,2000-06-12,2000,6,12,791715.0
1868,2000-06-13,2000,6,13,791187.0
1869,2000-06-14,2000,6,14,790659.0
1870,2000-06-15,2000,6,15,790131.0
1871,2000-06-16,2000,6,16,789603.0
1872,2000-06-19,2000,6,19,789075.0
1873,2000-06-20,2000,6,20,788547.0
1874,2000-06-21,2000,6,21,788019.0
1875,2000-06-22,2000,6,22,787491.0
1876,2000-06-23,2000,6,23,786963.0
1877,2000-06-26,2000,6,26,786435.0
1878,2000-06-27,2000,6,27,785907.0
1879,2000-06-28,2000,6,28,785379.0
1880,2000-06-29,2000,6,29,784851.0
1881,2000-06-30,2000,6,30,784323.0
1882,2000-07-03,2000,7,3,783795.0
1883,2000-07-05,2000,7,5,784872.3
1884,2000-07-06,2000,7,6,785949.6
1885,2000-07-07,2000,7,7,787026.9
1886,2000-07-10,2000,7,10,788104.2
1887,2000-07-11,2000,7,11,789181.5
1888,2000-07-12,2000,7,12,790258.8
1889,2000-07-13,2000,7,13,791336.1
1890,2000-07-14,2000,7,14,792413.4
1891,2000-07-17,2000,7,17,793490.7
1892,2000-07-18,2000,7,18,794568.0
1893,2000-07-19,2000,7,19,795645.3
1894,2000-07-20,2000,7,20,796722.6
1895,2000-07-21,2000,7,21,797799.9
1896,2000-07-24,2000,7,24,798877.2
1897,2000-07-25,2000,7,25,799954.5
1898,2000-07-26,2000,7,26,801031.8
1899,2000-07-27,2000,7,27,802109.1
1900,2000-07-28,2000,7,28,803186.4
1901,2000-07-31,2000,7,31,804263.7
1902,2000-08-01,2000,8,1,805341.0
1903,2000-08-02,2000,8,2,805731.8260869565
1904,2000-08-03,2000,8,3,806122.6521739131
1905,2000-08-04,2000,8,4,806513.4782608695
1906,2000-08-07,2000,8,7,806904.304347826
1907,2000-08-08,2000,8,8,807295.1304347826
1908,2000-08-09,2000,8,9,807685.9565217391
1909,2000-08-10,2000,8,10,808076.7826086957
1910,2000-08-11,2000,8,11,808467.6086956522
1911,2000-08-14,2000,8,14,808858.4347826086
1912,2000-08-15,2000,8,15,809249.2608695652
1913,2000-08-16,2000,8,16,809640.0869565217
1914,2000-08-17,2000,8,17,810030.9130434783
1915,2000-08-18,2000,8,18,810421.7391304348
1916,2000-08-21,2000,8,21,810812.5652173914
1917,2000-08-22,2000,8,22,811203.3913043478
1918,2000-08-23,2000,8,23,811594.2173913043
1919,2000-08-24,2000,8,24,811985.0434782609
1920,2000-08-25,2000,8,25,812375.8695652174
1921,2000-08-28,2000,8,28,812766.695652174
1922,2000-08-29,2000,8,29,813157.5217391305
1923,2000-08-30,2000,8,30,813548.3478260869
1924,2000-08-31,2000,8,31,813939.1739130435
1925,2000-09-01,2000,9,1,814330.0
1926,2000-09-05,2000,9,5,814418.5
1927,2000-09-06,2000,9,6,814507.0
1928,2000-09-07,2000,9,7,814595.5
1929,2000-09-08,2000,9,8,814684.0
1930,2000-09-11,2000,9,11,814772.5
1931,2000-09-12,2000,9,12,814861.0
1932,2000-09-13,2000,9,13,814949.5
1933,2000-09-14,2000,9,14,815038.0
1934,2000-09-15,2000,9,15,815126.5
1935,2000-09-18,2000,9,18,815215.0
1936,2000-09-19,2000,9,19,815303.5
1937,2000-09-20,2000,9,20,815392.0
1938,2000-09-21,2000,9,21,815480.5
1939,2000-09-22,2000,9,22,815569.0
1940,2000-09-25,2000,9,25,815657.5
1941,2000-09-26,2000,9,26,815746.0
1942,2000-09-27,2000,9,27,815834.5
1943,2000-09-28,2000,9,28,815923.0
1944,2000-09-29,2000,9,29,816011.5
1945,2000-10-02,2000,10,2,816100.0
1946,2000-10-03,2000,10,3,816288.2857142857
1947,2000-10-04,2000,10,4,816476.5714285715
1948,2000-10-05,2000,10,5,816664.8571428572
1949,2000-10-06,2000,10,6,816853.1428571428
1950,2000-10-10,2000,10,10,817041.4285714285
1951,2000-10-11,2000,10,11,817229.7142857143
1952,2000-10-12,2000,10,12,817418.0
1953,2000-10-13,2000,10,13,817606.2857142857
1954,2000-10-16,2000,10,16,817794.5714285715
1955,2000-10-17,2000,10,17,817982.8571428572
1956,2000-10-18,2000,10,18,818171.1428571428
1957,2000-10-19,2000,10,19,818359.4285714285
1958,2000-10-20,2000,10,20,818547.7142857143
1959,2000-10-23,2000,10,23,818736.0
1960,2000-10-24,2000,10,24,818924.2857142857
1961,2000-10-25,2000,10,25,819112.5714285715
1962,2000-10-26,2000,10,26,819300.8571428572
1963,2000-10-27,2000,10,27,819489.1428571428
1964,2000-10-30,2000,10,30,819677.4285714285
1965,2000-10-31,2000,10,31,819865.7142857143
1966,2000-11-01,2000,11,1,820054.0
1967,2000-11-02,2000,11,2,819627.1
1968,2000-11-03,2000,11,3,819200.2
1969,2000-11-06,2000,11,6,818773.3
1970,2000-11-07,2000,11,7,818346.4
1971,2000-11-08,2000,11,8,817919.5
1972,2000-11-09,2000,11,9,817492.6
1973,2000-11-13,2000,11,13,817065.7
1974,2000-11-14,2000,11,14,816638.8
1975,2000-11-15,2000,11,15,816211.9
1976,2000-11-16,2000,11,16,815785.0
1977,2000-11-17,2000,11,17,815358.1
1978,2000-11-20,2000,11,20,814931.2
1979,2000-11-21,2000,11,21,814504.3
1980,2000-11-22,2000,11,22,814077.4
1981,2000-11-24,2000,11,24,813650.5
1982,2000-11-27,2000,11,27,813223.6
1983,2000-11-28,2000,11,28,812796.7
1984,2000-11-29,2000,11,29,812369.8
1985,2000-11-30,2000,11,30,811942.9
1986,2000-12-01,2000,12,1,811516.0
1987,2000-12-04,2000,12,4,811664.15
1988,2000-12-05,2000,12,5,811812.3
1989,2000-12-06,2000,12,6,811960.45
1990,2000-12-07,2000,12,7,812108.6
1991,2000-12-08,2000,12,8,812256.75
1992,2000-12-11,2000,12,11,812404.9
1993,2000-12-12,2000,12,12,812553.05
1994,2000-12-13,2000,12,13,812701.2
1995,2000-12-14,2000,12,14,812849.35
1996,2000-12-15,2000,12,15,812997.5
1997,2000-12-18,2000,12,18,813145.65
1998,2000-12-19,2000,12,19,813293.8
1999,2000-12-20,2000,12,20,813441.95
2000,2000-12-21,2000,12,21,813590.1
2001,2000-12-22,2000,12,22,813738.25
2002,2000-12-26,2000,12,26,813886.4
2003,2000-12-27,2000,12,27,814034.55
2004,2000-12-28,2000,12,28,814182.7
2005,2000-12-29,2000,12,29,814330.85
2006,2001-01-02,2001,1,2,814479.0
2007,2001-01-03,2001,1,3,814439.380952381
2008,2001-01-04,2001,1,4,814399.7619047619
2009,2001-01-05,2001,1,5,814360.1428571428
2010,2001-01-08,2001,1,8,814320.5238095238
2011,2001-01-09,2001,1,9,814280.9047619047
2012,2001-01-10,2001,1,10,814241.2857142857
2013,2001-01-11,2001,1,11,814201.6666666666
2014,2001-01-12,2001,1,12,814162.0476190476
2015,2001-01-16,2001,1,16,814122.4285714285
2016,2001-01-17,2001,1,17,814082.8095238095
2017,2001-01-18,2001,1,18,814043.1904761905
2018,2001-01-19,2001,1,19,814003.5714285715
2019,2001-01-22,2001,1,22,813963.9523809524
2020,2001-01-23,2001,1,23,813924.3333333334
2021,2001-01-24,2001,1,24,813884.7142857143
2022,2001-01-25,2001,1,25,813845.0952380953
2023,2001-01-26,2001,1,26,813805.4761904762
2024,2001-01-29,2001,1,29,813765.8571428572
2025,2001-01-30,2001,1,30,813726.2380952381
2026,2001-01-31,2001,1,31,813686.619047619
2027,2001-02-01,2001,2,1,813647.0
2028,2001-02-02,2001,2,2,814405.4210526316
2029,2001-02-05,2001,2,5,815163.8421052631
2030,2001-02-06,2001,2,6,815922.2631578947
2031,2001-02-07,2001,2,7,816680.6842105263
2032,2001-02-08,2001,2,8,817439.1052631579
2033,2001-02-09,2001,2,9,818197.5263157894
2034,2001-02-12,2001,2,12,818955.947368421
2035,2001-02-13,2001,2,13,819714.3684210526
2036,2001-02-14,2001,2,14,820472.7894736842
2037,2001-02-15,2001,2,15,821231.2105263158
2038,2001-02-16,2001,2,16,821989.6315789474
2039,2001-02-20,2001,2,20,822748.052631579
2040,2001-02-21,2001,2,21,823506.4736842106
2041,2001-02-22,2001,2,22,824264.8947368421
2042,2001-02-23,2001,2,23,825023.3157894737
2043,2001-02-26,2001,2,26,825781.7368421053
2044,2001-02-27,2001,2,27,826540.1578947369
2045,2001-02-28,2001,2,28,827298.5789473684
2046,2001-03-01,2001,3,1,828057.0
2047,2001-03-02,2001,3,2,828708.5909090909
2048,2001-03-05,2001,3,5,829360.1818181818
2049,2001-03-06,2001,3,6,830011.7727272727
2050,2001-03-07,2001,3,7,830663.3636363636
2051,2001-03-08,2001,3,8,831314.9545454546
2052,2001-03-09,2001,3,9,831966.5454545454
2053,2001-03-12,2001,3,12,832618.1363636364
2054,2001-03-13,2001,3,13,833269.7272727273
2055,2001-03-14,2001,3,14,833921.3181818182
2056,2001-03-15,2001,3,15,834572.9090909091
2057,2001-03-16,2001,3,16,835224.5
2058,2001-03-19,2001,3,19,835876.0909090909
2059,2001-03-20,2001,3,20,836527.6818181818
2060,2001-03-21,2001,3,21,837179.2727272727
2061,2001-03-22,2001,3,22,837830.8636363636
2062,2001-03-23,2001,3,23,838482.4545454546
2063,2001-03-26,2001,3,26,839134.0454545454
2064,2001-03-27,2001,3,27,839785.6363636364
2065,2001-03-28,2001,3,28,840437.2272727273
2066,2001-03-29,2001,3,29,841088.8181818182
2067,2001-03-30,2001,3,30,841740.4090909091
2068,2001-04-02,2001,4,2,842392.0
2069,2001-04-03,2001,4,3,842666.0
2070,2001-04-04,2001,4,4,842940.0
2071,2001-04-05,2001,4,5,843214.0
2072,2001-04-06,2001,4,6,843488.0
2073,2001-04-09,2001,4,9,843762.0
2074,2001-04-10,2001,4,10,844036.0
2075,2001-04-11,2001,4,11,844310.0
2076,2001-04-12,2001,4,12,844584.0
2077,2001-04-13,2001,4,13,844858.0
2078,2001-04-16,2001,4,16,845132.0
2079,2001-04-17,2001,4,17,845406.0
2080,2001-04-18,2001,4,18,845680.0
2081,2001-04-19,2001,4,19,845954.0
2082,2001-04-20,2001,4,20,846228.0
2083,2001-04-23,2001,4,23,846502.0
2084,2001-04-24,2001,4,24,846776.0
2085,2001-04-25,2001,4,25,847050.0
2086,2001-04-26,2001,4,26,847324.0
2087,2001-04-27,2001,4,27,847598.0
2088,2001-04-30,2001,4,30,847872.0
2089,2001-05-01,2001,5,1,848146.0
2090,2001-05-02,2001,5,2,848490.7272727273
2091,2001-05-03,2001,5,3,848835.4545454546
2092,2001-05-04,2001,5,4,849180.1818181818
2093,2001-05-07,2001,5,7,849524.9090909091
2094,2001-05-08,2001,5,8,849869.6363636364
2095,2001-05-09,2001,5,9,850214.3636363636
2096,2001-05-10,2001,5,10,850559.0909090909
2097,2001-05-11,2001,5,11,850903.8181818182
2098,2001-05-14,2001,5,14,851248.5454545454
2099,2001-05-15,2001,5,15,851593.2727272727
2100,2001-05-16,2001,5,16,851938.0
2101,2001-05-17,2001,5,17,852282.7272727273
2102,2001-05-18,2001,5,18,852627.4545454546
2103,2001-05-21,2001,5,21,852972.1818181818
2104,2001-05-22,2001,5,22,853316.9090909091
2105,2001-05-23,2001,5,23,853661.6363636364
2106,2001-05-24,2001,5,24,854006.3636363636
2107,2001-05-25,2001,5,25,854351.0909090909
2108,2001-05-29,2001,5,29,854695.8181818182
2109,2001-05-30,2001,5,30,855040.5454545454
2110,2001-05-31,2001,5,31,855385.2727272727
2111,2001-06-01,2001,6,1,855730.0
2112,2001-06-04,2001,6,4,855479.5714285715
2113,2001-06-05,2001,6,5,855229.1428571428
2114,2001-06-06,2001,6,6,854978.7142857143
2115,2001-06-07,2001,6,7,854728.2857142857
2116,2001-06-08,2001,6,8,854477.8571428572
2117,2001-06-11,2001,6,11,854227.4285714285
2118,2001-06-12,2001,6,12,853977.0
2119,2001-06-13,2001,6,13,853726.5714285715
2120,2001-06-14,2001,6,14,853476.1428571428
2121,2001-06-15,2001,6,15,853225.7142857143
2122,2001-06-18,2001,6,18,852975.2857142857
2123,2001-06-19,2001,6,19,852724.8571428572
2124,2001-06-20,2001,6,20,852474.4285714285
2125,2001-06-21,2001,6,21,852224.0
2126,2001-06-22,2001,6,22,851973.5714285715
2127,2001-06-25,2001,6,25,851723.1428571428
2128,2001-06-26,2001,6,26,851472.7142857143
2129,2001-06-27,2001,6,27,851222.2857142857
2130,2001-06-28,2001,6,28,850971.8571428572
2131,2001-06-29,2001,6,29,850721.4285714285
2132,2001-07-02,2001,7,2,850471.0
2133,2001-07-03,2001,7,3,850327.8571428572
2134,2001-07-05,2001,7,5,850184.7142857143
2135,2001-07-06,2001,7,6,850041.5714285715
2136,2001-07-09,2001,7,9,849898.4285714285
2137,2001-07-10,2001,7,10,849755.2857142857
2138,2001-07-11,2001,7,11,849612.1428571428
2139,2001-07-12,2001,7,12,849469.0
2140,2001-07-13,2001,7,13,849325.8571428572
2141,2001-07-16,2001,7,16,849182.7142857143
2142,2001-07-17,2001,7,17,849039.5714285715
2143,2001-07-18,2001,7,18,848896.4285714285
2144,2001-07-19,2001,7,19,848753.2857142857
2145,2001-07-20,2001,7,20,848610.1428571428
2146,2001-07-23,2001,7,23,848467.0
2147,2001-07-24,2001,7,24,848323.8571428572
2148,2001-07-25,2001,7,25,848180.7142857143
2149,2001-07-26,2001,7,26,848037.5714285715
2150,2001-07-27,2001,7,27,847894.4285714285
2151,2001-07-30,2001,7,30,847751.2857142857
2152,2001-07-31,2001,7,31,847608.1428571428
2153,2001-08-01,2001,8,1,847465.0
2154,2001-08-02,2001,8,2,847027.9130434783
2155,2001-08-03,2001,8,3,846590.8260869565
2156,2001-08-06,2001,8,6,846153.7391304348
2157,2001-08-07,2001,8,7,845716.6521739131
2158,2001-08-08,2001,8,8,845279.5652173914
2159,2001-08-09,2001,8,9,844842.4782608695
2160,2001-08-10,2001,8,10,844405.3913043478
2161,2001-08-13,2001,8,13,843968.304347826
2162,2001-08-14,2001,8,14,843531.2173913043
2163,2001-08-15,2001,8,15,843094.1304347826
2164,2001-08-16,2001,8,16,842657.0434782609
2165,2001-08-17,2001,8,17,842219.9565217391
2166,2001-08-20,2001,8,20,841782.8695652174
2167,2001-08-21,2001,8,21,841345.7826086957
2168,2001-08-22,2001,8,22,840908.695652174
2169,2001-08-23,2001,8,23,840471.6086956522
2170,2001-08-24,2001,8,24,840034.5217391305
2171,2001-08-27,2001,8,27,839597.4347826086
2172,2001-08-28,2001,8,28,839160.3478260869
2173,2001-08-29,2001,8,29,838723.2608695652
2174,2001-08-30,2001,8,30,838286.1739130435
2175,2001-08-31,2001,8,31,837849.0869565217
2176,2001-09-04,2001,9,4,837412.0
2177,2001-09-05,2001,9,5,837860.8947368421
2178,2001-09-06,2001,9,6,838309.7894736842
2179,2001-09-07,2001,9,7,838758.6842105263
2180,2001-09-10,2001,9,10,839207.5789473684
2181,2001-09-11,2001,9,11,839656.4736842106
2182,2001-09-12,2001,9,12,840105.3684210526
2183,2001-09-13,2001,9,13,840554.2631578947
2184,2001-09-14,2001,9,14,841003.1578947369
2185,2001-09-17,2001,9,17,841452.052631579
2186,2001-09-18,2001,9,18,841900.947368421
2187,2001-09-19,2001,9,19,842349.8421052631
2188,2001-09-20,2001,9,20,842798.7368421053
2189,2001-09-21,2001,9,21,843247.6315789474
2190,2001-09-24,2001,9,24,843696.5263157894
2191,2001-09-25,2001,9,25,844145.4210526316
2192,2001-09-26,2001,9,26,844594.3157894737
2193,2001-09-27,2001,9,27,845043.2105263158
2194,2001-09-28,2001,9,28,845492.1052631579
2195,2001-10-01,2001,10,1,845941.0
2196,2001-10-02,2001,10,2,845848.7272727273
2197,2001-10-03,2001,10,3,845756.4545454546
2198,2001-10-04,2001,10,4,845664.1818181818
2199,2001-10-05,2001,10,5,845571.9090909091
2200,2001-10-09,2001,10,9,845479.6363636364
2201,2001-10-10,2001,10,10,845387.3636363636
2202,2001-10-11,2001,10,11,845295.0909090909
2203,2001-10-12,2001,10,12,845202.8181818182
2204,2001-10-15,2001,10,15,845110.5454545454
2205,2001-10-16,2001,10,16,845018.2727272727
2206,2001-10-17,2001,10,17,844926.0
2207,2001-10-18,2001,10,18,844833.7272727273
2208,2001-10-19,2001,10,19,844741.4545454546
2209,2001-10-22,2001,10,22,844649.1818181818
2210,2001-10-23,2001,10,23,844556.9090909091
2211,2001-10-24,2001,10,24,844464.6363636364
2212,2001-10-25,2001,10,25,844372.3636363636
2213,2001-10-26,2001,10,26,844280.0909090909
2214,2001-10-29,2001,10,29,844187.8181818182
2215,2001-10-30,2001,10,30,844095.5454545454
2216,2001-10-31,2001,10,31,844003.2727272727
2217,2001-11-01,2001,11,1,843911.0
2218,2001-11-02,2001,11,2,844199.9
2219,2001-11-05,2001,11,5,844488.8
2220,2001-11-06,2001,11,6,844777.7
2221,2001-11-07,2001,11,7,845066.6
2222,2001-11-08,2001,11,8,845355.5
2223,2001-11-09,2001,11,9,845644.4
2224,2001-11-13,2001,11,13,845933.3
2225,2001-11-14,2001,11,14,846222.2
2226,2001-11-15,2001,11,15,846511.1
2227,2001-11-16,2001,11,16,846800.0
2228,2001-11-19,2001,11,19,847088.9
2229,2001-11-20,2001,11,20,847377.8
2230,2001-11-21,2001,11,21,847666.7
2231,2001-11-23,2001,11,23,847955.6
2232,2001-11-26,2001,11,26,848244.5
2233,2001-11-27,2001,11,27,848533.4
2234,2001-11-28,2001,11,28,848822.3
2235,2001-11-29,2001,11,29,849111.2
2236,2001-11-30,2001,11,30,849400.1
2237,2001-12-03,2001,12,3,849689.0
2238,2001-12-04,2001,12,4,850137.25
2239,2001-12-05,2001,12,5,850585.5
2240,2001-12-06,2001,12,6,851033.75
2241,2001-12-07,2001,12,7,851482.0
2242,2001-12-10,2001,12,10,851930.25
2243,2001-12-11,2001,12,11,852378.5
2244,2001-12-12,2001,12,12,852826.75
