,DATE,Year,Month,Day,Loans
0,1985-01-02,1985,1,2,376656.0
1,1985-01-03,1985,1,3,376526.22580645164
2,1985-01-04,1985,1,4,376396.4516129032
3,1985-01-07,1985,1,7,376266.67741935485
4,1985-01-08,1985,1,8,376136.9032258064
5,1985-01-09,1985,1,9,376007.12903225806
6,1985-01-10,1985,1,10,375877.3548387097
7,1985-01-11,1985,1,11,375747.5806451613
8,1985-01-14,1985,1,14,375617.8064516129
9,1985-01-15,1985,1,15,375488.03225806454
10,1985-01-16,1985,1,16,375358.2580645161
11,1985-01-17,1985,1,17,375228.48387096776
12,1985-01-18,1985,1,18,375098.70967741933
13,1985-01-21,1985,1,21,374968.93548387097
14,1985-01-22,1985,1,22,374839.1612903226
15,1985-01-23,1985,1,23,374709.3870967742
16,1985-01-24,1985,1,24,374579.6129032258
17,1985-01-25,1985,1,25,374449.8387096774
18,1985-01-28,1985,1,28,374320.06451612903
19,1985-01-29,1985,1,29,374190.29032258067
20,1985-01-30,1985,1,30,374060.51612903224
21,1985-01-31,1985,1,31,373930.7419354839
22,1985-02-01,1985,2,1,373800.96774193546
23,1985-02-04,1985,2,4,373671.1935483871
24,1985-02-05,1985,2,5,373541.4193548387
25,1985-02-06,1985,2,6,373411.6451612903
26,1985-02-07,1985,2,7,373281.87096774194
27,1985-02-08,1985,2,8,373152.0967741936
28,1985-02-11,1985,2,11,373022.32258064515
29,1985-02-12,1985,2,12,372892.5483870968
30,1985-02-13,1985,2,13,372762.77419354836
31,1985-02-14,1985,2,14,372633.0
32,1985-02-15,1985,2,15,372503.22580645164
33,1985-02-19,1985,2,19,372373.4516129032
34,1985-02-20,1985,2,20,372243.67741935485
35,1985-02-21,1985,2,21,372113.9032258064
36,1985-02-22,1985,2,22,371984.12903225806
37,1985-02-25,1985,2,25,371854.3548387097
38,1985-02-26,1985,2,26,371724.5806451613
39,1985-02-27,1985,2,27,371594.8064516129
40,1985-02-28,1985,2,28,371465.03225806454
41,1985-03-01,1985,3,1,371335.2580645161
42,1985-03-04,1985,3,4,371205.48387096776
43,1985-03-05,1985,3,5,371075.70967741933
44,1985-03-06,1985,3,6,370945.93548387097
45,1985-03-07,1985,3,7,370816.1612903226
46,1985-03-08,1985,3,8,370686.3870967742
47,1985-03-11,1985,3,11,370556.6129032258
48,1985-03-12,1985,3,12,370426.8387096774
49,1985-03-13,1985,3,13,370297.06451612903
50,1985-03-14,1985,3,14,370167.29032258067
51,1985-03-15,1985,3,15,370037.51612903224
52,1985-03-18,1985,3,18,369907.7419354839
53,1985-03-19,1985,3,19,369777.96774193546
54,1985-03-20,1985,3,20,369648.1935483871
55,1985-03-21,1985,3,21,369518.4193548387
56,1985-03-22,1985,3,22,369388.6451612903
57,1985-03-25,1985,3,25,369258.87096774194
58,1985-03-26,1985,3,26,369129.0967741936
59,1985-03-27,1985,3,27,368999.32258064515
60,1985-03-28,1985,3,28,368869.5483870968
61,1985-03-29,1985,3,29,368739.77419354836
62,1985-04-01,1985,4,1,368610.0
63,1985-04-02,1985,4,2,368594.859375
64,1985-04-03,1985,4,3,368579.71875
65,1985-04-04,1985,4,4,368564.578125
66,1985-04-05,1985,4,5,368549.4375
67,1985-04-08,1985,4,8,368534.296875
68,1985-04-09,1985,4,9,368519.15625
69,1985-04-10,1985,4,10,368504.015625
70,1985-04-11,1985,4,11,368488.875
71,1985-04-12,1985,4,12,368473.734375
72,1985-04-15,1985,4,15,368458.59375
73,1985-04-16,1985,4,16,368443.453125
74,1985-04-17,1985,4,17,368428.3125
75,1985-04-18,1985,4,18,368413.171875
76,1985-04-19,1985,4,19,368398.03125
77,1985-04-22,1985,4,22,368382.890625
78,1985-04-23,1985,4,23,368367.75
79,1985-04-24,1985,4,24,368352.609375
80,1985-04-25,1985,4,25,368337.46875
81,1985-04-26,1985,4,26,368322.328125
82,1985-04-29,1985,4,29,368307.1875
83,1985-04-30,1985,4,30,368292.046875
84,1985-05-01,1985,5,1,368276.90625
85,1985-05-02,1985,5,2,368261.765625
86,1985-05-03,1985,5,3,368246.625
87,1985-05-06,1985,5,6,368231.484375
88,1985-05-07,1985,5,7,368216.34375
89,1985-05-08,1985,5,8,368201.203125
90,1985-05-09,1985,5,9,368186.0625
91,1985-05-10,1985,5,10,368170.921875
92,1985-05-13,1985,5,13,368155.78125
93,1985-05-14,1985,5,14,368140.640625
94,1985-05-15,1985,5,15,368125.5
95,1985-05-16,1985,5,16,368110.359375
96,1985-05-17,1985,5,17,368095.21875
97,1985-05-20,1985,5,20,368080.078125
98,1985-05-21,1985,5,21,368064.9375
99,1985-05-22,1985,5,22,368049.796875
100,1985-05-23,1985,5,23,368034.65625
101,1985-05-24,1985,5,24,368019.515625
102,1985-05-28,1985,5,28,368004.375
103,1985-05-29,1985,5,29,367989.234375
104,1985-05-30,1985,5,30,367974.09375
105,1985-05-31,1985,5,31,367958.953125
106,1985-06-03,1985,6,3,367943.8125
107,1985-06-04,1985,6,4,367928.671875
108,1985-06-05,1985,6,5,367913.53125
109,1985-06-06,1985,6,6,367898.390625
110,1985-06-07,1985,6,7,367883.25
111,1985-06-10,1985,6,10,367868.109375
112,1985-06-11,1985,6,11,367852.96875
113,1985-06-12,1985,6,12,367837.828125
114,1985-06-13,1985,6,13,367822.6875
115,1985-06-14,1985,6,14,367807.546875
116,1985-06-17,1985,6,17,367792.40625
117,1985-06-18,1985,6,18,367777.265625
118,1985-06-19,1985,6,19,367762.125
119,1985-06-20,1985,6,20,367746.984375
120,1985-06-21,1985,6,21,367731.84375
121,1985-06-24,1985,6,24,367716.703125
122,1985-06-25,1985,6,25,367701.5625
123,1985-06-26,1985,6,26,367686.421875
124,1985-06-27,1985,6,27,367671.28125
125,1985-06-28,1985,6,28,367656.140625
126,1985-07-01,1985,7,1,367641.0
127,1985-07-02,1985,7,2,367624.5625
128,1985-07-03,1985,7,3,367608.125
129,1985-07-05,1985,7,5,367591.6875
130,1985-07-08,1985,7,8,367575.25
131,1985-07-09,1985,7,9,367558.8125
132,1985-07-10,1985,7,10,367542.375
133,1985-07-11,1985,7,11,367525.9375
134,1985-07-12,1985,7,12,367509.5
135,1985-07-15,1985,7,15,367493.0625
136,1985-07-16,1985,7,16,367476.625
137,1985-07-17,1985,7,17,367460.1875
138,1985-07-18,1985,7,18,367443.75
139,1985-07-19,1985,7,19,367427.3125
140,1985-07-22,1985,7,22,367410.875
141,1985-07-23,1985,7,23,367394.4375
142,1985-07-24,1985,7,24,367378.0
143,1985-07-25,1985,7,25,367361.5625
144,1985-07-26,1985,7,26,367345.125
145,1985-07-29,1985,7,29,367328.6875
146,1985-07-30,1985,7,30,367312.25
147,1985-07-31,1985,7,31,367295.8125
148,1985-08-01,1985,8,1,367279.375
149,1985-08-02,1985,8,2,367262.9375
150,1985-08-05,1985,8,5,367246.5
151,1985-08-06,1985,8,6,367230.0625
152,1985-08-07,1985,8,7,367213.625
153,1985-08-08,1985,8,8,367197.1875
154,1985-08-09,1985,8,9,367180.75
155,1985-08-12,1985,8,12,367164.3125
156,1985-08-13,1985,8,13,367147.875
157,1985-08-14,1985,8,14,367131.4375
158,1985-08-15,1985,8,15,367115.0
159,1985-08-16,1985,8,16,367098.5625
160,1985-08-19,1985,8,19,367082.125
161,1985-08-20,1985,8,20,367065.6875
162,1985-08-21,1985,8,21,367049.25
163,1985-08-22,1985,8,22,367032.8125
164,1985-08-23,1985,8,23,367016.375
165,1985-08-26,1985,8,26,366999.9375
166,1985-08-27,1985,8,27,366983.5
167,1985-08-28,1985,8,28,366967.0625
168,1985-08-29,1985,8,29,366950.625
169,1985-08-30,1985,8,30,366934.1875
170,1985-09-03,1985,9,3,366917.75
171,1985-09-04,1985,9,4,366901.3125
172,1985-09-05,1985,9,5,366884.875
173,1985-09-06,1985,9,6,366868.4375
174,1985-09-09,1985,9,9,366852.0
175,1985-09-10,1985,9,10,366835.5625
176,1985-09-11,1985,9,11,366819.125
177,1985-09-12,1985,9,12,366802.6875
178,1985-09-13,1985,9,13,366786.25
179,1985-09-16,1985,9,16,366769.8125
180,1985-09-17,1985,9,17,366753.375
181,1985-09-18,1985,9,18,366736.9375
182,1985-09-19,1985,9,19,366720.5
183,1985-09-20,1985,9,20,366704.0625
184,1985-09-23,1985,9,23,366687.625
185,1985-09-24,1985,9,24,366671.1875
186,1985-09-25,1985,9,25,366654.75
187,1985-09-26,1985,9,26,366638.3125
188,1985-09-27,1985,9,27,366621.875
189,1985-09-30,1985,9,30,366605.4375
190,1985-10-01,1985,10,1,366589.0
191,1985-10-02,1985,10,2,366628.7580645161
192,1985-10-03,1985,10,3,366668.51612903224
193,1985-10-04,1985,10,4,366708.27419354836
194,1985-10-07,1985,10,7,366748.03225806454
195,1985-10-08,1985,10,8,366787.79032258067
196,1985-10-09,1985,10,9,366827.5483870968
197,1985-10-10,1985,10,10,366867.3064516129
198,1985-10-11,1985,10,11,366907.06451612903
199,1985-10-15,1985,10,15,366946.82258064515
200,1985-10-16,1985,10,16,366986.5806451613
201,1985-10-17,1985,10,17,367026.3387096774
202,1985-10-18,1985,10,18,367066.0967741936
203,1985-10-21,1985,10,21,367105.8548387097
204,1985-10-22,1985,10,22,367145.6129032258
205,1985-10-23,1985,10,23,367185.37096774194
206,1985-10-24,1985,10,24,367225.12903225806
207,1985-10-25,1985,10,25,367264.8870967742
208,1985-10-28,1985,10,28,367304.6451612903
209,1985-10-29,1985,10,29,367344.4032258064
210,1985-10-30,1985,10,30,367384.1612903226
211,1985-10-31,1985,10,31,367423.9193548387
212,1985-11-01,1985,11,1,367463.67741935485
213,1985-11-04,1985,11,4,367503.43548387097
214,1985-11-05,1985,11,5,367543.1935483871
215,1985-11-06,1985,11,6,367582.9516129032
216,1985-11-07,1985,11,7,367622.70967741933
217,1985-11-08,1985,11,8,367662.46774193546
218,1985-11-12,1985,11,12,367702.22580645164
219,1985-11-13,1985,11,13,367741.98387096776
220,1985-11-14,1985,11,14,367781.7419354839
221,1985-11-15,1985,11,15,367821.5
222,1985-11-18,1985,11,18,367861.2580645161
223,1985-11-19,1985,11,19,367901.01612903224
224,1985-11-20,1985,11,20,367940.77419354836
225,1985-11-21,1985,11,21,367980.53225806454
226,1985-11-22,1985,11,22,368020.29032258067
227,1985-11-25,1985,11,25,368060.0483870968
228,1985-11-26,1985,11,26,368099.8064516129
229,1985-11-27,1985,11,27,368139.56451612903
230,1985-11-29,1985,11,29,368179.32258064515
231,1985-12-02,1985,12,2,368219.0806451613
232,1985-12-03,1985,12,3,368258.8387096774
233,1985-12-04,1985,12,4,368298.5967741936
234,1985-12-05,1985,12,5,368338.3548387097
235,1985-12-06,1985,12,6,368378.1129032258
236,1985-12-09,1985,12,9,368417.87096774194
237,1985-12-10,1985,12,10,368457.62903225806
238,1985-12-11,1985,12,11,368497.3870967742
239,1985-12-12,1985,12,12,368537.1451612903
240,1985-12-13,1985,12,13,368576.9032258064
241,1985-12-16,1985,12,16,368616.6612903226
242,1985-12-17,1985,12,17,368656.4193548387
243,1985-12-18,1985,12,18,368696.17741935485
244,1985-12-19,1985,12,19,368735.93548387097
245,1985-12-20,1985,12,20,368775.6935483871
246,1985-12-23,1985,12,23,368815.4516129032
247,1985-12-24,1985,12,24,368855.20967741933
248,1985-12-26,1985,12,26,368894.96774193546
249,1985-12-27,1985,12,27,368934.72580645164
250,1985-12-30,1985,12,30,368974.48387096776
251,1985-12-31,1985,12,31,369014.2419354839
252,1986-01-02,1986,1,2,369054.0
253,1986-01-03,1986,1,3,369050.5737704918
254,1986-01-06,1986,1,6,369047.1475409836
255,1986-01-07,1986,1,7,369043.7213114754
256,1986-01-08,1986,1,8,369040.2950819672
257,1986-01-09,1986,1,9,369036.868852459
258,1986-01-10,1986,1,10,369033.4426229508
259,1986-01-13,1986,1,13,369030.01639344264
260,1986-01-14,1986,1,14,369026.59016393445
261,1986-01-15,1986,1,15,369023.1639344262
262,1986-01-16,1986,1,16,369019.737704918
263,1986-01-17,1986,1,17,369016.31147540984
264,1986-01-21,1986,1,21,369012.88524590165
265,1986-01-22,1986,1,22,369009.45901639346
266,1986-01-23,1986,1,23,369006.0327868852
267,1986-01-24,1986,1,24,369002.60655737703
268,1986-01-27,1986,1,27,368999.18032786885
269,1986-01-28,1986,1,28,368995.75409836066
270,1986-01-29,1986,1,29,368992.3278688525
271,1986-01-30,1986,1,30,368988.9016393443
272,1986-01-31,1986,1,31,368985.47540983604
273,1986-02-03,1986,2,3,368982.04918032786
274,1986-02-04,1986,2,4,368978.62295081967
275,1986-02-05,1986,2,5,368975.1967213115
276,1986-02-06,1986,2,6,368971.7704918033
277,1986-02-07,1986,2,7,368968.34426229505
278,1986-02-10,1986,2,10,368964.91803278687
279,1986-02-11,1986,2,11,368961.4918032787
280,1986-02-12,1986,2,12,368958.0655737705
281,1986-02-13,1986,2,13,368954.6393442623
282,1986-02-14,1986,2,14,368951.2131147541
283,1986-02-18,1986,2,18,368947.7868852459
284,1986-02-19,1986,2,19,368944.3606557377
285,1986-02-20,1986,2,20,368940.9344262295
286,1986-02-21,1986,2,21,368937.5081967213
287,1986-02-24,1986,2,24,368934.08196721313
288,1986-02-25,1986,2,25,368930.65573770495
289,1986-02-26,1986,2,26,368927.2295081967
290,1986-02-27,1986,2,27,368923.8032786885
291,1986-02-28,1986,2,28,368920.37704918033
292,1986-03-03,1986,3,3,368916.95081967214
293,1986-03-04,1986,3,4,368913.52459016396
294,1986-03-05,1986,3,5,368910.0983606557
295,1986-03-06,1986,3,6,368906.6721311475
296,1986-03-07,1986,3,7,368903.24590163934
297,1986-03-10,1986,3,10,368899.81967213115
298,1986-03-11,1986,3,11,368896.39344262297
299,1986-03-12,1986,3,12,368892.9672131148
300,1986-03-13,1986,3,13,368889.54098360654
301,1986-03-14,1986,3,14,368886.11475409835
302,1986-03-17,1986,3,17,368882.68852459016
303,1986-03-18,1986,3,18,368879.262295082
304,1986-03-19,1986,3,19,368875.8360655738
305,1986-03-20,1986,3,20,368872.40983606555
306,1986-03-21,1986,3,21,368868.98360655736
307,1986-03-24,1986,3,24,368865.5573770492
308,1986-03-25,1986,3,25,368862.131147541
309,1986-03-26,1986,3,26,368858.7049180328
310,1986-03-27,1986,3,27,368855.2786885246
311,1986-03-28,1986,3,28,368851.8524590164
312,1986-03-31,1986,3,31,368848.4262295082
313,1986-04-01,1986,4,1,368845.0
314,1986-04-02,1986,4,2,368741.890625
315,1986-04-03,1986,4,3,368638.78125
316,1986-04-04,1986,4,4,368535.671875
317,1986-04-07,1986,4,7,368432.5625
318,1986-04-08,1986,4,8,368329.453125
319,1986-04-09,1986,4,9,368226.34375
320,1986-04-10,1986,4,10,368123.234375
321,1986-04-11,1986,4,11,368020.125
322,1986-04-14,1986,4,14,367917.015625
323,1986-04-15,1986,4,15,367813.90625
324,1986-04-16,1986,4,16,367710.796875
325,1986-04-17,1986,4,17,367607.6875
326,1986-04-18,1986,4,18,367504.578125
327,1986-04-21,1986,4,21,367401.46875
328,1986-04-22,1986,4,22,367298.359375
329,1986-04-23,1986,4,23,367195.25
330,1986-04-24,1986,4,24,367092.140625
331,1986-04-25,1986,4,25,366989.03125
332,1986-04-28,1986,4,28,366885.921875
333,1986-04-29,1986,4,29,366782.8125
334,1986-04-30,1986,4,30,366679.703125
335,1986-05-01,1986,5,1,366576.59375
336,1986-05-02,1986,5,2,366473.484375
337,1986-05-05,1986,5,5,366370.375
338,1986-05-06,1986,5,6,366267.265625
339,1986-05-07,1986,5,7,366164.15625
340,1986-05-08,1986,5,8,366061.046875
341,1986-05-09,1986,5,9,365957.9375
342,1986-05-12,1986,5,12,365854.828125
343,1986-05-13,1986,5,13,365751.71875
344,1986-05-14,1986,5,14,365648.609375
345,1986-05-15,1986,5,15,365545.5
346,1986-05-16,1986,5,16,365442.390625
347,1986-05-19,1986,5,19,365339.28125
348,1986-05-20,1986,5,20,365236.171875
349,1986-05-21,1986,5,21,365133.0625
350,1986-05-22,1986,5,22,365029.953125
351,1986-05-23,1986,5,23,364926.84375
352,1986-05-27,1986,5,27,364823.734375
353,1986-05-28,1986,5,28,364720.625
354,1986-05-29,1986,5,29,364617.515625
355,1986-05-30,1986,5,30,364514.40625
356,1986-06-02,1986,6,2,364411.296875
357,1986-06-03,1986,6,3,364308.1875
358,1986-06-04,1986,6,4,364205.078125
359,1986-06-05,1986,6,5,364101.96875
360,1986-06-06,1986,6,6,363998.859375
361,1986-06-09,1986,6,9,363895.75
362,1986-06-10,1986,6,10,363792.640625
363,1986-06-11,1986,6,11,363689.53125
364,1986-06-12,1986,6,12,363586.421875
365,1986-06-13,1986,6,13,363483.3125
366,1986-06-16,1986,6,16,363380.203125
367,1986-06-17,1986,6,17,363277.09375
368,1986-06-18,1986,6,18,363173.984375
369,1986-06-19,1986,6,19,363070.875
370,1986-06-20,1986,6,20,362967.765625
371,1986-06-23,1986,6,23,362864.65625
372,1986-06-24,1986,6,24,362761.546875
373,1986-06-25,1986,6,25,362658.4375
374,1986-06-26,1986,6,26,362555.328125
375,1986-06-27,1986,6,27,362452.21875
376,1986-06-30,1986,6,30,362349.109375
377,1986-07-01,1986,7,1,362246.0
378,1986-07-02,1986,7,2,362468.140625
379,1986-07-03,1986,7,3,362690.28125
380,1986-07-07,1986,7,7,362912.421875
381,1986-07-08,1986,7,8,363134.5625
382,1986-07-09,1986,7,9,363356.703125
383,1986-07-10,1986,7,10,363578.84375
384,1986-07-11,1986,7,11,363800.984375
385,1986-07-14,1986,7,14,364023.125
386,1986-07-15,1986,7,15,364245.265625
387,1986-07-16,1986,7,16,364467.40625
388,1986-07-17,1986,7,17,364689.546875
389,1986-07-18,1986,7,18,364911.6875
390,1986-07-21,1986,7,21,365133.828125
391,1986-07-22,1986,7,22,365355.96875
392,1986-07-23,1986,7,23,365578.109375
393,1986-07-24,1986,7,24,365800.25
394,1986-07-25,1986,7,25,366022.390625
395,1986-07-28,1986,7,28,366244.53125
396,1986-07-29,1986,7,29,366466.671875
397,1986-07-30,1986,7,30,366688.8125
398,1986-07-31,1986,7,31,366910.953125
399,1986-08-01,1986,8,1,367133.09375
400,1986-08-04,1986,8,4,367355.234375
401,1986-08-05,1986,8,5,367577.375
402,1986-08-06,1986,8,6,367799.515625
403,1986-08-07,1986,8,7,368021.65625
404,1986-08-08,1986,8,8,368243.796875
405,1986-08-11,1986,8,11,368465.9375
406,1986-08-12,1986,8,12,368688.078125
407,1986-08-13,1986,8,13,368910.21875
408,1986-08-14,1986,8,14,369132.359375
409,1986-08-15,1986,8,15,369354.5
410,1986-08-18,1986,8,18,369576.640625
411,1986-08-19,1986,8,19,369798.78125
412,1986-08-20,1986,8,20,370020.921875
413,1986-08-21,1986,8,21,370243.0625
414,1986-08-22,1986,8,22,370465.203125
415,1986-08-25,1986,8,25,370687.34375
416,1986-08-26,1986,8,26,370909.484375
417,1986-08-27,1986,8,27,371131.625
418,1986-08-28,1986,8,28,371353.765625
419,1986-08-29,1986,8,29,371575.90625
420,1986-09-02,1986,9,2,371798.046875
421,1986-09-03,1986,9,3,372020.1875
422,1986-09-04,1986,9,4,372242.328125
423,1986-09-05,1986,9,5,372464.46875
424,1986-09-08,1986,9,8,372686.609375
425,1986-09-09,1986,9,9,372908.75
426,1986-09-10,1986,9,10,373130.890625
427,1986-09-11,1986,9,11,373353.03125
428,1986-09-12,1986,9,12,373575.171875
429,1986-09-15,1986,9,15,373797.3125
430,1986-09-16,1986,9,16,374019.453125
431,1986-09-17,1986,9,17,374241.59375
432,1986-09-18,1986,9,18,374463.734375
433,1986-09-19,1986,9,19,374685.875
434,1986-09-22,1986,9,22,374908.015625
435,1986-09-23,1986,9,23,375130.15625
436,1986-09-24,1986,9,24,375352.296875
437,1986-09-25,1986,9,25,375574.4375
438,1986-09-26,1986,9,26,375796.578125
439,1986-09-29,1986,9,29,376018.71875
440,1986-09-30,1986,9,30,376240.859375
441,1986-10-01,1986,10,1,376463.0
442,1986-10-02,1986,10,2,376457.48387096776
443,1986-10-03,1986,10,3,376451.96774193546
444,1986-10-06,1986,10,6,376446.4516129032
445,1986-10-07,1986,10,7,376440.93548387097
446,1986-10-08,1986,10,8,376435.4193548387
447,1986-10-09,1986,10,9,376429.9032258064
448,1986-10-10,1986,10,10,376424.3870967742
449,1986-10-14,1986,10,14,376418.87096774194
450,1986-10-15,1986,10,15,376413.3548387097
451,1986-10-16,1986,10,16,376407.8387096774
452,1986-10-17,1986,10,17,376402.32258064515
453,1986-10-20,1986,10,20,376396.8064516129
454,1986-10-21,1986,10,21,376391.29032258067
455,1986-10-22,1986,10,22,376385.77419354836
456,1986-10-23,1986,10,23,376380.2580645161
457,1986-10-24,1986,10,24,376374.7419354839
458,1986-10-27,1986,10,27,376369.22580645164
459,1986-10-28,1986,10,28,376363.70967741933
460,1986-10-29,1986,10,29,376358.1935483871
461,1986-10-30,1986,10,30,376352.67741935485
462,1986-10-31,1986,10,31,376347.1612903226
463,1986-11-03,1986,11,3,376341.6451612903
464,1986-11-04,1986,11,4,376336.12903225806
465,1986-11-05,1986,11,5,376330.6129032258
466,1986-11-06,1986,11,6,376325.0967741936
467,1986-11-07,1986,11,7,376319.5806451613
468,1986-11-10,1986,11,10,376314.06451612903
469,1986-11-12,1986,11,12,376308.5483870968
470,1986-11-13,1986,11,13,376303.03225806454
471,1986-11-14,1986,11,14,376297.51612903224
472,1986-11-17,1986,11,17,376292.0
473,1986-11-18,1986,11,18,376286.48387096776
474,1986-11-19,1986,11,19,376280.96774193546
475,1986-11-20,1986,11,20,376275.4516129032
476,1986-11-21,1986,11,21,376269.93548387097
477,1986-11-24,1986,11,24,376264.4193548387
478,1986-11-25,1986,11,25,376258.9032258064
479,1986-11-26,1986,11,26,376253.3870967742
480,1986-11-28,1986,11,28,376247.87096774194
481,1986-12-01,1986,12,1,376242.3548387097
482,1986-12-02,1986,12,2,376236.8387096774
483,1986-12-03,1986,12,3,376231.32258064515
484,1986-12-04,1986,12,4,376225.8064516129
485,1986-12-05,1986,12,5,376220.29032258067
486,1986-12-08,1986,12,8,376214.77419354836
487,1986-12-09,1986,12,9,376209.2580645161
488,1986-12-10,1986,12,10,376203.7419354839
489,1986-12-11,1986,12,11,376198.22580645164
490,1986-12-12,1986,12,12,376192.70967741933
491,1986-12-15,1986,12,15,376187.1935483871
492,1986-12-16,1986,12,16,376181.67741935485
493,1986-12-17,1986,12,17,376176.1612903226
494,1986-12-18,1986,12,18,376170.6451612903
495,1986-12-19,1986,12,19,376165.12903225806
496,1986-12-22,1986,12,22,376159.6129032258
497,1986-12-23,1986,12,23,376154.0967741936
498,1986-12-24,1986,12,24,376148.5806451613
499,1986-12-26,1986,12,26,376143.06451612903
500,1986-12-29,1986,12,29,376137.5483870968
501,1986-12-30,1986,12,30,376132.03225806454
502,1986-12-31,1986,12,31,376126.51612903224
503,1987-01-02,1987,1,2,376121.0
504,1987-01-05,1987,1,5,376130.47540983604
505,1987-01-06,1987,1,6,376139.95081967214
506,1987-01-07,1987,1,7,376149.4262295082
507,1987-01-08,1987,1,8,376158.9016393443
508,1987-01-09,1987,1,9,376168.37704918033
509,1987-01-12,1987,1,12,376177.8524590164
510,1987-01-13,1987,1,13,376187.3278688525
511,1987-01-14,1987,1,14,376196.8032786885
512,1987-01-15,1987,1,15,376206.2786885246
513,1987-01-16,1987,1,16,376215.75409836066
514,1987-01-20,1987,1,20,376225.2295081967
515,1987-01-21,1987,1,21,376234.7049180328
516,1987-01-22,1987,1,22,376244.18032786885
517,1987-01-23,1987,1,23,376253.65573770495
518,1987-01-26,1987,1,26,376263.131147541
519,1987-01-27,1987,1,27,376272.60655737703
520,1987-01-28,1987,1,28,376282.08196721313
521,1987-01-29,1987,1,29,376291.5573770492
522,1987-01-30,1987,1,30,376301.0327868852
523,1987-02-02,1987,2,2,376310.5081967213
524,1987-02-03,1987,2,3,376319.98360655736
525,1987-02-04,1987,2,4,376329.45901639346
526,1987-02-05,1987,2,5,376338.9344262295
527,1987-02-06,1987,2,6,376348.40983606555
528,1987-02-09,1987,2,9,376357.88524590165
529,1987-02-10,1987,2,10,376367.3606557377
530,1987-02-11,1987,2,11,376376.8360655738
531,1987-02-12,1987,2,12,376386.31147540984
532,1987-02-13,1987,2,13,376395.7868852459
533,1987-02-17,1987,2,17,376405.262295082
534,1987-02-18,1987,2,18,376414.737704918
535,1987-02-19,1987,2,19,376424.2131147541
536,1987-02-20,1987,2,20,376433.68852459016
537,1987-02-23,1987,2,23,376443.1639344262
538,1987-02-24,1987,2,24,376452.6393442623
539,1987-02-25,1987,2,25,376462.11475409835
540,1987-02-26,1987,2,26,376471.59016393445
541,1987-02-27,1987,2,27,376481.0655737705
542,1987-03-02,1987,3,2,376490.54098360654
543,1987-03-03,1987,3,3,376500.01639344264
544,1987-03-04,1987,3,4,376509.4918032787
545,1987-03-05,1987,3,5,376518.9672131148
546,1987-03-06,1987,3,6,376528.4426229508
547,1987-03-09,1987,3,9,376537.91803278687
548,1987-03-10,1987,3,10,376547.39344262297
549,1987-03-11,1987,3,11,376556.868852459
550,1987-03-12,1987,3,12,376566.34426229505
551,1987-03-13,1987,3,13,376575.81967213115
552,1987-03-16,1987,3,16,376585.2950819672
553,1987-03-17,1987,3,17,376594.7704918033
554,1987-03-18,1987,3,18,376604.24590163934
555,1987-03-19,1987,3,19,376613.7213114754
556,1987-03-20,1987,3,20,376623.1967213115
557,1987-03-23,1987,3,23,376632.6721311475
558,1987-03-24,1987,3,24,376642.1475409836
559,1987-03-25,1987,3,25,376651.62295081967
560,1987-03-26,1987,3,26,376661.0983606557
561,1987-03-27,1987,3,27,376670.5737704918
562,1987-03-30,1987,3,30,376680.04918032786
563,1987-03-31,1987,3,31,376689.52459016396
564,1987-04-01,1987,4,1,376699.0
565,1987-04-02,1987,4,2,376500.15625
566,1987-04-03,1987,4,3,376301.3125
567,1987-04-06,1987,4,6,376102.46875
568,1987-04-07,1987,4,7,375903.625
569,1987-04-08,1987,4,8,375704.78125
570,1987-04-09,1987,4,9,375505.9375
571,1987-04-10,1987,4,10,375307.09375
572,1987-04-13,1987,4,13,375108.25
573,1987-04-14,1987,4,14,374909.40625
574,1987-04-15,1987,4,15,374710.5625
575,1987-04-16,1987,4,16,374511.71875
576,1987-04-17,1987,4,17,374312.875
577,1987-04-20,1987,4,20,374114.03125
578,1987-04-21,1987,4,21,373915.1875
579,1987-04-22,1987,4,22,373716.34375
580,1987-04-23,1987,4,23,373517.5
581,1987-04-24,1987,4,24,373318.65625
582,1987-04-27,1987,4,27,373119.8125
583,1987-04-28,1987,4,28,372920.96875
584,1987-04-29,1987,4,29,372722.125
585,1987-04-30,1987,4,30,372523.28125
586,1987-05-01,1987,5,1,372324.4375
587,1987-05-04,1987,5,4,372125.59375
588,1987-05-05,1987,5,5,371926.75
589,1987-05-06,1987,5,6,371727.90625
590,1987-05-07,1987,5,7,371529.0625
591,1987-05-08,1987,5,8,371330.21875
592,1987-05-11,1987,5,11,371131.375
593,1987-05-12,1987,5,12,370932.53125
594,1987-05-13,1987,5,13,370733.6875
595,1987-05-14,1987,5,14,370534.84375
596,1987-05-15,1987,5,15,370336.0
597,1987-05-18,1987,5,18,370137.15625
598,1987-05-19,1987,5,19,369938.3125
599,1987-05-20,1987,5,20,369739.46875
600,1987-05-21,1987,5,21,369540.625
601,1987-05-22,1987,5,22,369341.78125
602,1987-05-26,1987,5,26,369142.9375
603,1987-05-27,1987,5,27,368944.09375
604,1987-05-28,1987,5,28,368745.25
605,1987-05-29,1987,5,29,368546.40625
606,1987-06-01,1987,6,1,368347.5625
607,1987-06-02,1987,6,2,368148.71875
608,1987-06-03,1987,6,3,367949.875
609,1987-06-04,1987,6,4,367751.03125
610,1987-06-05,1987,6,5,367552.1875
611,1987-06-08,1987,6,8,367353.34375
